# Residuals   
# Time        	p             	Ux            	Uy            
9.64          	2.561419e-01	1.190879e-02	1.972227e-02
9.65          	2.588816e-01	1.183625e-02	1.956267e-02
9.66          	2.368364e-01	1.180815e-02	1.940596e-02
9.67          	2.341075e-01	1.170370e-02	1.922595e-02
9.68          	2.194630e-01	1.157157e-02	1.905415e-02
9.69          	1.929812e-01	1.143874e-02	1.886889e-02
9.7           	1.805617e-01	1.127718e-02	1.868488e-02
9.71          	1.748357e-01	1.110598e-02	1.850578e-02
9.72          	1.665773e-01	1.092255e-02	1.832594e-02
9.73          	1.653038e-01	1.074486e-02	1.821005e-02
9.74          	1.613412e-01	1.058552e-02	1.812336e-02
9.75          	1.619069e-01	1.047149e-02	1.814892e-02
9.76          	1.721714e-01	1.034437e-02	1.820053e-02
9.77          	1.839766e-01	1.024849e-02	1.833219e-02
9.78          	2.060601e-01	1.015584e-02	1.852384e-02
9.79          	2.366638e-01	1.008682e-02	1.875353e-02
9.8           	2.400827e-01	1.005859e-02	1.901252e-02
9.81          	2.590025e-01	1.002955e-02	1.937787e-02
9.82          	2.723939e-01	1.007472e-02	1.984118e-02
9.83          	2.649706e-01	1.008836e-02	2.024133e-02
9.84          	2.846338e-01	1.012226e-02	2.073162e-02
9.85          	3.012206e-01	1.010106e-02	2.121157e-02
9.86          	3.183616e-01	1.006741e-02	2.164597e-02
9.87          	3.490383e-01	9.948790e-03	2.207526e-02
9.88          	3.306056e-01	9.863393e-03	2.241813e-02
9.89          	3.500098e-01	9.754254e-03	2.267128e-02
9.9           	3.290388e-01	9.639836e-03	2.279025e-02
9.91          	3.171734e-01	9.587888e-03	2.285402e-02
9.92          	3.348050e-01	9.562049e-03	2.276472e-02
9.93          	3.367107e-01	9.581163e-03	2.265646e-02
9.94          	3.212608e-01	9.700696e-03	2.254948e-02
9.95          	3.260599e-01	9.905708e-03	2.247428e-02
9.96          	3.490679e-01	1.017312e-02	2.241743e-02
9.97          	3.524361e-01	1.042521e-02	2.224921e-02
9.98          	3.396140e-01	1.071443e-02	2.208007e-02
9.99          	3.248577e-01	1.093469e-02	2.174472e-02
10            	3.183802e-01	1.117521e-02	2.148176e-02
10.01         	3.354845e-01	1.137091e-02	2.116117e-02
10.02         	3.214883e-01	1.154733e-02	2.085886e-02
10.03         	3.091862e-01	1.171784e-02	2.060009e-02
10.04         	3.118060e-01	1.188201e-02	2.039253e-02
10.05         	3.096316e-01	1.201758e-02	2.028455e-02
10.06         	2.900493e-01	1.212593e-02	2.015298e-02
10.07         	2.940951e-01	1.214877e-02	1.998593e-02
10.08         	2.653982e-01	1.217291e-02	1.989480e-02
10.09         	2.697864e-01	1.208777e-02	1.970767e-02
10.1          	2.492375e-01	1.206190e-02	1.957705e-02
10.11         	2.425207e-01	1.199541e-02	1.945104e-02
10.12         	2.329250e-01	1.186486e-02	1.930952e-02
10.13         	2.029233e-01	1.173346e-02	1.913420e-02
10.14         	1.953794e-01	1.153933e-02	1.892545e-02
10.15         	1.782255e-01	1.137475e-02	1.873878e-02
10.16         	1.770265e-01	1.118054e-02	1.854235e-02
10.17         	1.735939e-01	1.101281e-02	1.839734e-02
10.18         	1.635777e-01	1.087303e-02	1.830429e-02
10.19         	1.523913e-01	1.074159e-02	1.825636e-02
10.2          	1.541480e-01	1.062495e-02	1.831402e-02
10.21         	1.599332e-01	1.050934e-02	1.840824e-02
10.22         	1.768871e-01	1.039573e-02	1.855313e-02
10.23         	2.089256e-01	1.031433e-02	1.877186e-02
10.24         	2.386019e-01	1.024067e-02	1.900364e-02
10.25         	2.599266e-01	1.019982e-02	1.928548e-02
10.26         	2.633271e-01	1.017777e-02	1.969334e-02
10.27         	2.836220e-01	1.022714e-02	2.018705e-02
10.28         	2.791250e-01	1.026105e-02	2.064823e-02
10.29         	2.869739e-01	1.029790e-02	2.110018e-02
10.3          	3.018121e-01	1.027678e-02	2.154940e-02
10.31         	3.517485e-01	1.022730e-02	2.199812e-02
10.32         	3.435826e-01	1.013551e-02	2.240259e-02
10.33         	3.548881e-01	1.000322e-02	2.270341e-02
10.34         	3.268057e-01	9.897285e-03	2.291488e-02
10.35         	3.283004e-01	9.790276e-03	2.303444e-02
10.36         	3.369115e-01	9.754302e-03	2.301288e-02
10.37         	3.393280e-01	9.764678e-03	2.292843e-02
10.38         	3.460648e-01	9.813227e-03	2.276828e-02
10.39         	3.348569e-01	9.927352e-03	2.264929e-02
10.4          	3.362136e-01	1.016437e-02	2.253660e-02
10.41         	3.522604e-01	1.040236e-02	2.238707e-02
10.42         	3.580608e-01	1.068928e-02	2.226226e-02
10.43         	3.350653e-01	1.097986e-02	2.202083e-02
10.44         	3.398118e-01	1.119176e-02	2.175754e-02
10.45         	3.312784e-01	1.140242e-02	2.143801e-02
10.46         	3.277836e-01	1.152218e-02	2.110424e-02
10.47         	3.211670e-01	1.166141e-02	2.074725e-02
10.48         	2.950668e-01	1.177080e-02	2.049382e-02
10.49         	2.704435e-01	1.188534e-02	2.032423e-02
10.5          	2.646220e-01	1.196441e-02	2.016648e-02
10.51         	2.709246e-01	1.202689e-02	2.000937e-02
10.52         	2.569501e-01	1.203537e-02	1.981529e-02
10.53         	2.554442e-01	1.200177e-02	1.968783e-02
10.54         	2.547231e-01	1.194858e-02	1.952366e-02
10.55         	2.367186e-01	1.190221e-02	1.939123e-02
10.56         	2.298934e-01	1.179176e-02	1.923715e-02
10.57         	2.178226e-01	1.165685e-02	1.907918e-02
10.58         	1.912083e-01	1.151776e-02	1.889589e-02
10.59         	1.797161e-01	1.134173e-02	1.872677e-02
10.6          	1.761304e-01	1.114002e-02	1.855777e-02
10.61         	1.696298e-01	1.094355e-02	1.839517e-02
10.62         	1.627462e-01	1.078859e-02	1.829238e-02
10.63         	1.659511e-01	1.065440e-02	1.827132e-02
10.64         	1.652080e-01	1.051246e-02	1.829400e-02
10.65         	1.857529e-01	1.039946e-02	1.839441e-02
10.66         	1.994058e-01	1.030012e-02	1.853107e-02
10.67         	2.246269e-01	1.022356e-02	1.872125e-02
10.68         	2.489099e-01	1.018107e-02	1.896304e-02
10.69         	2.681601e-01	1.016723e-02	1.932103e-02
10.7          	2.606059e-01	1.017910e-02	1.970421e-02
10.71         	2.653397e-01	1.021171e-02	2.014816e-02
10.72         	2.780454e-01	1.024935e-02	2.061516e-02
10.73         	2.804798e-01	1.025628e-02	2.108804e-02
10.74         	3.141672e-01	1.024225e-02	2.160345e-02
10.75         	3.418921e-01	1.017236e-02	2.205348e-02
10.76         	3.598422e-01	1.007749e-02	2.250254e-02
10.77         	3.435751e-01	9.957525e-03	2.282535e-02
10.78         	3.387629e-01	9.869856e-03	2.302812e-02
10.79         	3.305918e-01	9.759073e-03	2.310408e-02
10.8          	3.252582e-01	9.748756e-03	2.310610e-02
10.81         	3.361098e-01	9.753402e-03	2.299150e-02
10.82         	3.570157e-01	9.802001e-03	2.284566e-02
10.83         	3.318881e-01	9.891380e-03	2.274513e-02
10.84         	3.322769e-01	1.011231e-02	2.263022e-02
10.85         	3.463180e-01	1.035556e-02	2.252179e-02
10.86         	3.542823e-01	1.060682e-02	2.239369e-02
10.87         	3.357956e-01	1.085315e-02	2.210474e-02
10.88         	3.342203e-01	1.105478e-02	2.178682e-02
10.89         	3.199414e-01	1.124503e-02	2.142384e-02
10.9          	3.350822e-01	1.142633e-02	2.111280e-02
10.91         	3.250049e-01	1.157233e-02	2.079384e-02
10.92         	2.974567e-01	1.174374e-02	2.058935e-02
10.93         	3.032008e-01	1.191676e-02	2.042977e-02
10.94         	3.079369e-01	1.201346e-02	2.023929e-02
10.95         	2.930726e-01	1.213576e-02	2.013626e-02
10.96         	2.914162e-01	1.215709e-02	1.997744e-02
10.97         	2.660381e-01	1.218231e-02	1.985296e-02
10.98         	2.758654e-01	1.212907e-02	1.968040e-02
10.99         	2.500434e-01	1.207587e-02	1.952344e-02
11            	2.460219e-01	1.199197e-02	1.935870e-02
11.01         	2.282149e-01	1.182697e-02	1.918312e-02
11.02         	1.991625e-01	1.170425e-02	1.902151e-02
11.03         	1.949244e-01	1.152500e-02	1.881313e-02
11.04         	1.806454e-01	1.134651e-02	1.864708e-02
11.05         	1.789736e-01	1.115521e-02	1.846272e-02
11.06         	1.705690e-01	1.095166e-02	1.831055e-02
11.07         	1.596955e-01	1.080588e-02	1.823937e-02
11.08         	1.533027e-01	1.066856e-02	1.824380e-02
11.09         	1.530988e-01	1.051978e-02	1.828995e-02
11.1          	1.649953e-01	1.040274e-02	1.840260e-02
11.11         	1.824434e-01	1.029040e-02	1.857292e-02
11.12         	2.199329e-01	1.020520e-02	1.879668e-02
11.13         	2.516131e-01	1.016984e-02	1.908081e-02
11.14         	2.567181e-01	1.012667e-02	1.939173e-02
11.15         	2.738456e-01	1.013195e-02	1.982073e-02
11.16         	2.856544e-01	1.017485e-02	2.028567e-02
11.17         	2.818225e-01	1.021480e-02	2.071242e-02
11.18         	2.993355e-01	1.022559e-02	2.116467e-02
11.19         	3.192945e-01	1.020445e-02	2.161669e-02
11.2          	3.444676e-01	1.012062e-02	2.204610e-02
11.21         	3.287984e-01	1.005709e-02	2.243531e-02
11.22         	3.411646e-01	9.922933e-03	2.266176e-02
11.23         	3.408771e-01	9.795736e-03	2.285619e-02
11.24         	3.236179e-01	9.710089e-03	2.288059e-02
11.25         	3.312523e-01	9.691558e-03	2.278651e-02
11.26         	3.358712e-01	9.708947e-03	2.270579e-02
11.27         	3.274751e-01	9.790771e-03	2.259955e-02
11.28         	3.232029e-01	9.997301e-03	2.250824e-02
11.29         	3.495450e-01	1.021451e-02	2.242504e-02
11.3          	3.527359e-01	1.049211e-02	2.235763e-02
11.31         	3.524766e-01	1.071814e-02	2.207817e-02
11.32         	3.239679e-01	1.093869e-02	2.178903e-02
11.33         	3.203795e-01	1.114283e-02	2.155077e-02
11.34         	3.292788e-01	1.129731e-02	2.116161e-02
11.35         	3.268695e-01	1.144365e-02	2.085735e-02
11.36         	3.035710e-01	1.157003e-02	2.056466e-02
11.37         	3.014772e-01	1.170134e-02	2.035683e-02
11.38         	2.816282e-01	1.175380e-02	2.016219e-02
11.39         	2.692140e-01	1.187832e-02	2.002828e-02
11.4          	2.849995e-01	1.190023e-02	1.986235e-02
11.41         	2.588123e-01	1.188873e-02	1.974216e-02
11.42         	2.550182e-01	1.185769e-02	1.957725e-02
11.43         	2.460301e-01	1.178096e-02	1.939711e-02
11.44         	2.242185e-01	1.170574e-02	1.926277e-02
11.45         	2.307522e-01	1.158657e-02	1.905896e-02
11.46         	2.047168e-01	1.145745e-02	1.890187e-02
11.47         	1.809484e-01	1.130505e-02	1.870348e-02
11.48         	1.747925e-01	1.112321e-02	1.850106e-02
11.49         	1.681425e-01	1.092030e-02	1.831587e-02
11.5          	1.591415e-01	1.075910e-02	1.816909e-02
11.51         	1.603536e-01	1.061951e-02	1.809371e-02
11.52         	1.557256e-01	1.049847e-02	1.810449e-02
11.53         	1.616388e-01	1.037525e-02	1.814780e-02
11.54         	1.786356e-01	1.028009e-02	1.827111e-02
11.55         	1.948694e-01	1.018592e-02	1.844771e-02
11.56         	2.335937e-01	1.010869e-02	1.864388e-02
11.57         	2.455848e-01	1.009378e-02	1.890020e-02
11.58         	2.653718e-01	1.006803e-02	1.928116e-02
11.59         	2.727925e-01	1.010443e-02	1.973345e-02
11.6          	2.711009e-01	1.013553e-02	2.017978e-02
11.61         	2.750363e-01	1.018418e-02	2.062939e-02
11.62         	2.951022e-01	1.019057e-02	2.110120e-02
11.63         	3.214769e-01	1.014599e-02	2.158737e-02
11.64         	3.326549e-01	1.007828e-02	2.203363e-02
11.65         	3.480532e-01	1.000159e-02	2.241250e-02
11.66         	3.448697e-01	9.889325e-03	2.272902e-02
11.67         	3.305061e-01	9.771264e-03	2.292957e-02
11.68         	3.405844e-01	9.712522e-03	2.301644e-02
11.69         	3.281246e-01	9.664318e-03	2.295921e-02
11.7          	3.430279e-01	9.668846e-03	2.279490e-02
11.71         	3.385001e-01	9.729576e-03	2.265872e-02
11.72         	3.277904e-01	9.889430e-03	2.256327e-02
11.73         	3.371186e-01	1.012988e-02	2.248327e-02
11.74         	3.507224e-01	1.038381e-02	2.235535e-02
11.75         	3.431453e-01	1.065911e-02	2.214762e-02
11.76         	3.269367e-01	1.089447e-02	2.193717e-02
11.77         	3.263814e-01	1.112167e-02	2.161321e-02
11.78         	3.235427e-01	1.133781e-02	2.127444e-02
11.79         	3.239181e-01	1.148152e-02	2.097333e-02
11.8          	3.185666e-01	1.164543e-02	2.071255e-02
11.81         	2.954488e-01	1.178453e-02	2.047171e-02
11.82         	2.919744e-01	1.194660e-02	2.029609e-02
11.83         	2.931298e-01	1.203769e-02	2.014802e-02
11.84         	2.780008e-01	1.210601e-02	2.002655e-02
11.85         	2.799836e-01	1.210741e-02	1.984814e-02
11.86         	2.575895e-01	1.210378e-02	1.974025e-02
11.87         	2.718217e-01	1.202860e-02	1.957383e-02
11.88         	2.412932e-01	1.194212e-02	1.940964e-02
11.89         	2.287543e-01	1.183027e-02	1.924518e-02
11.9          	2.204622e-01	1.168794e-02	1.908267e-02
11.91         	1.882182e-01	1.153859e-02	1.889542e-02
11.92         	1.808595e-01	1.137762e-02	1.873456e-02
11.93         	1.728389e-01	1.118087e-02	1.854770e-02
11.94         	1.708754e-01	1.098628e-02	1.835857e-02
11.95         	1.657876e-01	1.083330e-02	1.825273e-02
11.96         	1.590315e-01	1.068637e-02	1.823016e-02
11.97         	1.560234e-01	1.055948e-02	1.826892e-02
11.98         	1.666239e-01	1.043206e-02	1.834210e-02
11.99         	1.802255e-01	1.032889e-02	1.846568e-02
12            	2.016212e-01	1.022987e-02	1.866107e-02
12.01         	2.360822e-01	1.015940e-02	1.893077e-02
12.02         	2.490985e-01	1.012178e-02	1.919075e-02
12.03         	2.572243e-01	1.009504e-02	1.958519e-02
12.04         	2.796845e-01	1.012672e-02	2.002214e-02
12.05         	2.844657e-01	1.015563e-02	2.047247e-02
12.06         	2.926428e-01	1.019578e-02	2.093884e-02
12.07         	2.997062e-01	1.016726e-02	2.136330e-02
12.08         	3.138758e-01	1.011996e-02	2.181458e-02
12.09         	3.427273e-01	1.003640e-02	2.224830e-02
12.1          	3.358157e-01	9.960556e-03	2.258757e-02
12.11         	3.472708e-01	9.851654e-03	2.278485e-02
12.12         	3.365096e-01	9.749971e-03	2.292176e-02
12.13         	3.163088e-01	9.697227e-03	2.290388e-02
12.14         	3.455663e-01	9.722289e-03	2.281976e-02
12.15         	3.277380e-01	9.759614e-03	2.276610e-02
12.16         	3.310519e-01	9.890765e-03	2.265442e-02
12.17         	3.424511e-01	1.015917e-02	2.258021e-02
12.18         	3.562567e-01	1.039141e-02	2.249736e-02
12.19         	3.513470e-01	1.064035e-02	2.237468e-02
12.2          	3.508982e-01	1.091974e-02	2.208629e-02
12.21         	3.349277e-01	1.116555e-02	2.182103e-02
12.22         	3.229877e-01	1.131212e-02	2.150904e-02
12.23         	3.371394e-01	1.149820e-02	2.115479e-02
12.24         	3.292577e-01	1.163648e-02	2.079590e-02
12.25         	3.058300e-01	1.176783e-02	2.056530e-02
12.26         	2.996243e-01	1.189528e-02	2.036619e-02
12.27         	2.829138e-01	1.198258e-02	2.019288e-02
12.28         	2.805224e-01	1.205761e-02	2.005819e-02
12.29         	2.751629e-01	1.206701e-02	1.988021e-02
12.3          	2.557861e-01	1.205770e-02	1.979112e-02
12.31         	2.653054e-01	1.199222e-02	1.962427e-02
12.32         	2.394977e-01	1.192344e-02	1.948114e-02
12.33         	2.356195e-01	1.183663e-02	1.930545e-02
12.34         	2.219756e-01	1.172842e-02	1.916555e-02
12.35         	1.913317e-01	1.160120e-02	1.898004e-02
12.36         	1.815528e-01	1.143466e-02	1.877423e-02
12.37         	1.718444e-01	1.124071e-02	1.857139e-02
12.38         	1.667122e-01	1.106340e-02	1.839713e-02
12.39         	1.727785e-01	1.090896e-02	1.828030e-02
12.4          	1.750091e-01	1.078262e-02	1.825796e-02
12.41         	1.810582e-01	1.065712e-02	1.827722e-02
12.42         	1.984873e-01	1.056008e-02	1.834783e-02
12.43         	2.110284e-01	1.046071e-02	1.847250e-02
12.44         	2.360222e-01	1.039168e-02	1.863109e-02
12.45         	2.484975e-01	1.035502e-02	1.883520e-02
12.46         	2.566451e-01	1.032727e-02	1.914914e-02
12.47         	2.661237e-01	1.033199e-02	1.952963e-02
12.48         	2.623493e-01	1.036483e-02	1.996219e-02
12.49         	2.625712e-01	1.038980e-02	2.041265e-02
12.5          	2.738185e-01	1.039493e-02	2.086691e-02
12.51         	2.981340e-01	1.037129e-02	2.137323e-02
12.52         	3.346525e-01	1.030558e-02	2.184141e-02
12.53         	3.318607e-01	1.022525e-02	2.228260e-02
12.54         	3.387534e-01	1.009515e-02	2.261305e-02
12.55         	3.490072e-01	9.993289e-03	2.285814e-02
12.56         	3.361503e-01	9.894815e-03	2.299296e-02
12.57         	3.302141e-01	9.850046e-03	2.304323e-02
12.58         	3.437430e-01	9.856947e-03	2.293951e-02
12.59         	3.468497e-01	9.902222e-03	2.279209e-02
12.6          	3.239705e-01	1.001056e-02	2.271964e-02
12.61         	3.449524e-01	1.024054e-02	2.264031e-02
12.62         	3.575833e-01	1.047610e-02	2.251162e-02
12.63         	3.514249e-01	1.075726e-02	2.240694e-02
12.64         	3.466496e-01	1.099878e-02	2.217213e-02
12.65         	3.291599e-01	1.122762e-02	2.180132e-02
12.66         	3.171056e-01	1.142827e-02	2.152007e-02
12.67         	3.320676e-01	1.157199e-02	2.119634e-02
12.68         	3.293861e-01	1.173331e-02	2.084504e-02
12.69         	3.160255e-01	1.188699e-02	2.058965e-02
12.7          	3.118169e-01	1.202793e-02	2.039828e-02
12.71         	3.155132e-01	1.211236e-02	2.016371e-02
12.72         	2.858061e-01	1.222485e-02	2.005603e-02
12.73         	3.015389e-01	1.224704e-02	1.992530e-02
12.74         	2.595659e-01	1.221073e-02	1.979272e-02
12.75         	2.667919e-01	1.219025e-02	1.962394e-02
12.76         	2.448391e-01	1.212843e-02	1.946427e-02
12.77         	2.329293e-01	1.201943e-02	1.929285e-02
12.78         	2.212423e-01	1.189930e-02	1.909667e-02
12.79         	1.996012e-01	1.174609e-02	1.893141e-02
12.8          	1.802991e-01	1.158778e-02	1.872512e-02
12.81         	1.766665e-01	1.142390e-02	1.854297e-02
12.82         	1.790769e-01	1.124932e-02	1.838263e-02
12.83         	1.916496e-01	1.107457e-02	1.824988e-02
12.84         	2.015764e-01	1.094388e-02	1.821341e-02
12.85         	2.052110e-01	1.080589e-02	1.822982e-02
12.86         	2.136314e-01	1.069602e-02	1.832676e-02
12.87         	2.341974e-01	1.061039e-02	1.844678e-02
12.88         	2.376127e-01	1.056872e-02	1.858603e-02
12.89         	2.554764e-01	1.050453e-02	1.879206e-02
12.9          	2.643173e-01	1.048458e-02	1.912139e-02
12.91         	2.623734e-01	1.046190e-02	1.951916e-02
12.92         	2.580093e-01	1.046726e-02	1.992146e-02
12.93         	2.594686e-01	1.048157e-02	2.037099e-02
12.94         	2.831589e-01	1.047545e-02	2.085451e-02
12.95         	2.927890e-01	1.043594e-02	2.131836e-02
12.96         	3.211391e-01	1.034916e-02	2.181071e-02
12.97         	3.361704e-01	1.023031e-02	2.220623e-02
12.98         	3.330276e-01	1.011957e-02	2.252694e-02
12.99         	3.361835e-01	9.950214e-03	2.271883e-02
13            	3.369732e-01	9.866097e-03	2.286781e-02
13.01         	3.321886e-01	9.797505e-03	2.285682e-02
13.02         	3.351576e-01	9.783482e-03	2.283312e-02
13.03         	3.304411e-01	9.844628e-03	2.274236e-02
13.04         	3.367225e-01	1.003317e-02	2.268336e-02
13.05         	3.540408e-01	1.028070e-02	2.262098e-02
13.06         	3.673016e-01	1.053766e-02	2.256415e-02
13.07         	3.276062e-01	1.078011e-02	2.235309e-02
13.08         	3.247978e-01	1.101114e-02	2.205336e-02
13.09         	3.289359e-01	1.122091e-02	2.172769e-02
13.1          	3.221442e-01	1.142870e-02	2.137704e-02
13.11         	3.326466e-01	1.162703e-02	2.105579e-02
13.12         	3.231352e-01	1.180914e-02	2.077354e-02
13.13         	3.258725e-01	1.199388e-02	2.051076e-02
13.14         	3.065637e-01	1.214658e-02	2.032745e-02
13.15         	3.026905e-01	1.225747e-02	2.012353e-02
13.16         	2.769982e-01	1.235581e-02	2.002413e-02
13.17         	2.782233e-01	1.235808e-02	1.986605e-02
13.18         	2.539704e-01	1.234354e-02	1.976453e-02
13.19         	2.520268e-01	1.228579e-02	1.958451e-02
13.2          	2.339383e-01	1.221014e-02	1.942263e-02
13.21         	2.207063e-01	1.212074e-02	1.923403e-02
13.22         	2.224281e-01	1.201780e-02	1.906886e-02
13.23         	2.029934e-01	1.190747e-02	1.891529e-02
13.24         	1.918486e-01	1.178658e-02	1.872097e-02
13.25         	1.983966e-01	1.167814e-02	1.855945e-02
13.26         	2.114330e-01	1.154589e-02	1.843075e-02
13.27         	2.340969e-01	1.140649e-02	1.833964e-02
13.28         	2.600480e-01	1.130168e-02	1.828329e-02
13.29         	2.461392e-01	1.122739e-02	1.830402e-02
13.3          	2.408522e-01	1.116055e-02	1.833117e-02
13.31         	2.538404e-01	1.110149e-02	1.842751e-02
13.32         	2.430073e-01	1.103468e-02	1.859544e-02
13.33         	2.444109e-01	1.098039e-02	1.881527e-02
13.34         	2.403601e-01	1.093268e-02	1.908859e-02
13.35         	2.444051e-01	1.089665e-02	1.947756e-02
13.36         	2.535508e-01	1.085183e-02	1.990712e-02
13.37         	2.665538e-01	1.079922e-02	2.031849e-02
13.38         	2.779400e-01	1.069745e-02	2.074327e-02
13.39         	2.917230e-01	1.054854e-02	2.115693e-02
13.4          	2.946481e-01	1.040205e-02	2.158939e-02
13.41         	3.492847e-01	1.026469e-02	2.195406e-02
13.42         	3.332702e-01	1.010302e-02	2.215851e-02
13.43         	3.432334e-01	1.004076e-02	2.239350e-02
13.44         	3.416145e-01	9.967319e-03	2.243886e-02
13.45         	3.395479e-01	9.931435e-03	2.248846e-02
13.46         	3.323894e-01	1.004268e-02	2.242578e-02
13.47         	3.374704e-01	1.022773e-02	2.239027e-02
13.48         	3.440316e-01	1.044846e-02	2.234612e-02
13.49         	3.548319e-01	1.071117e-02	2.225763e-02
13.5          	3.460620e-01	1.099651e-02	2.218737e-02
13.51         	3.400871e-01	1.129816e-02	2.200296e-02
13.52         	3.512784e-01	1.158388e-02	2.168249e-02
13.53         	3.222443e-01	1.185205e-02	2.133353e-02
13.54         	3.219980e-01	1.209133e-02	2.103877e-02
13.55         	3.153217e-01	1.236618e-02	2.071005e-02
13.56         	3.331882e-01	1.258920e-02	2.038758e-02
13.57         	3.221840e-01	1.279479e-02	2.018806e-02
13.58         	3.007321e-01	1.293489e-02	1.997518e-02
13.59         	2.900099e-01	1.304623e-02	1.981377e-02
13.6          	2.509392e-01	1.310329e-02	1.963850e-02
13.61         	2.685763e-01	1.313496e-02	1.955180e-02
13.62         	2.308171e-01	1.310103e-02	1.942032e-02
13.63         	2.327425e-01	1.303059e-02	1.926688e-02
13.64         	2.251322e-01	1.299338e-02	1.913573e-02
13.65         	2.337721e-01	1.295785e-02	1.898396e-02
13.66         	2.589007e-01	1.290910e-02	1.882048e-02
13.67         	2.703330e-01	1.285981e-02	1.869700e-02
13.68         	2.499633e-01	1.275896e-02	1.855432e-02
13.69         	2.342540e-01	1.266040e-02	1.846774e-02
13.7          	2.262213e-01	1.246132e-02	1.831439e-02
13.71         	2.104213e-01	1.226534e-02	1.824613e-02
13.72         	1.962436e-01	1.208417e-02	1.818746e-02
13.73         	1.953944e-01	1.192688e-02	1.817273e-02
13.74         	1.965971e-01	1.175013e-02	1.823914e-02
13.75         	2.122134e-01	1.157360e-02	1.835003e-02
13.76         	2.357393e-01	1.139709e-02	1.850484e-02
13.77         	2.599436e-01	1.120933e-02	1.868118e-02
13.78         	2.479793e-01	1.099992e-02	1.893426e-02
13.79         	2.546615e-01	1.080776e-02	1.926000e-02
13.8          	2.927925e-01	1.063898e-02	1.955511e-02
13.81         	2.915268e-01	1.048317e-02	1.994886e-02
13.82         	2.673822e-01	1.043412e-02	2.016601e-02
13.83         	2.829859e-01	1.037280e-02	2.042742e-02
13.84         	3.010000e-01	1.036478e-02	2.079208e-02
13.85         	3.259342e-01	1.030730e-02	2.115593e-02
13.86         	3.244744e-01	1.030663e-02	2.140590e-02
13.87         	3.218393e-01	1.023453e-02	2.167424e-02
13.88         	3.360025e-01	1.022247e-02	2.184039e-02
13.89         	3.288868e-01	1.013624e-02	2.199803e-02
13.9          	3.322796e-01	1.010400e-02	2.207978e-02
13.91         	3.277739e-01	1.008235e-02	2.213853e-02
13.92         	3.117406e-01	1.018769e-02	2.212260e-02
13.93         	3.199949e-01	1.040115e-02	2.210812e-02
13.94         	3.367793e-01	1.067295e-02	2.209601e-02
13.95         	3.540236e-01	1.097307e-02	2.210856e-02
13.96         	3.278578e-01	1.125386e-02	2.197291e-02
13.97         	3.520010e-01	1.157203e-02	2.180575e-02
13.98         	3.465497e-01	1.187861e-02	2.150942e-02
13.99         	3.431829e-01	1.215013e-02	2.127241e-02
14            	3.411249e-01	1.247683e-02	2.099340e-02
14.01         	3.414437e-01	1.281288e-02	2.079489e-02
14.02         	3.290364e-01	1.311692e-02	2.062647e-02
14.03         	2.880432e-01	1.338845e-02	2.048932e-02
14.04         	3.042782e-01	1.356212e-02	2.032703e-02
14.05         	2.548421e-01	1.366562e-02	2.021008e-02
14.06         	2.563689e-01	1.368165e-02	2.005601e-02
14.07         	2.433122e-01	1.370912e-02	1.990539e-02
14.08         	2.426085e-01	1.365673e-02	1.976339e-02
14.09         	2.313865e-01	1.360076e-02	1.962965e-02
14.1          	2.314326e-01	1.355012e-02	1.948977e-02
14.11         	2.418417e-01	1.345997e-02	1.932762e-02
14.12         	2.292050e-01	1.333731e-02	1.919486e-02
14.13         	2.157624e-01	1.321975e-02	1.906245e-02
14.14         	2.141022e-01	1.305713e-02	1.890354e-02
14.15         	2.176887e-01	1.286677e-02	1.873051e-02
14.16         	2.156228e-01	1.271472e-02	1.856193e-02
14.17         	2.203710e-01	1.258903e-02	1.845298e-02
14.18         	2.132724e-01	1.247043e-02	1.837032e-02
14.19         	2.252037e-01	1.237117e-02	1.840034e-02
14.2          	2.417292e-01	1.232265e-02	1.848308e-02
14.21         	2.415944e-01	1.228646e-02	1.867535e-02
14.22         	2.390386e-01	1.223189e-02	1.889140e-02
14.23         	2.332057e-01	1.218985e-02	1.920274e-02
14.24         	2.284596e-01	1.210332e-02	1.952113e-02
14.25         	2.359273e-01	1.203031e-02	1.996446e-02
14.26         	2.494696e-01	1.194556e-02	2.043905e-02
14.27         	2.697379e-01	1.185450e-02	2.090549e-02
14.28         	2.820145e-01	1.172215e-02	2.131922e-02
14.29         	3.069618e-01	1.158929e-02	2.172076e-02
14.3          	3.407720e-01	1.141938e-02	2.205400e-02
14.31         	3.518270e-01	1.128610e-02	2.245091e-02
14.32         	3.572032e-01	1.119456e-02	2.269644e-02
14.33         	3.535500e-01	1.114142e-02	2.288043e-02
14.34         	3.525611e-01	1.112970e-02	2.297662e-02
14.35         	3.636714e-01	1.108881e-02	2.295234e-02
14.36         	3.507002e-01	1.111007e-02	2.281407e-02
14.37         	3.775952e-01	1.120829e-02	2.260286e-02
14.38         	3.521463e-01	1.141471e-02	2.241123e-02
14.39         	3.419261e-01	1.172360e-02	2.225451e-02
14.4          	3.513497e-01	1.205033e-02	2.209954e-02
14.41         	3.664014e-01	1.238721e-02	2.195841e-02
14.42         	3.520611e-01	1.272447e-02	2.183485e-02
14.43         	3.176670e-01	1.297560e-02	2.154572e-02
14.44         	3.352688e-01	1.319290e-02	2.126584e-02
14.45         	3.399399e-01	1.334451e-02	2.090239e-02
