# Residuals   
# Time        	p             	Ux            	Uy            
10.22         	1.728574e-01	1.065503e-02	1.829849e-02
10.23         	1.669216e-01	1.051725e-02	1.827235e-02
10.24         	1.665502e-01	1.036058e-02	1.828393e-02
10.25         	1.767805e-01	1.024574e-02	1.837623e-02
10.26         	1.930026e-01	1.014357e-02	1.849862e-02
10.27         	2.106179e-01	1.005797e-02	1.868138e-02
10.28         	2.421252e-01	1.001288e-02	1.889947e-02
10.29         	2.560056e-01	9.987005e-03	1.917671e-02
10.30         	2.606713e-01	9.996868e-03	1.957470e-02
10.31         	2.627740e-01	1.002144e-02	2.001039e-02
10.32         	2.689842e-01	1.005606e-02	2.045180e-02
10.33         	2.782176e-01	1.006907e-02	2.094322e-02
10.34         	2.936189e-01	1.003964e-02	2.142230e-02
10.35         	3.197274e-01	9.959574e-03	2.186556e-02
10.36         	3.375410e-01	9.881527e-03	2.230579e-02
10.37         	3.533535e-01	9.752396e-03	2.259759e-02
10.38         	3.405520e-01	9.642321e-03	2.284854e-02
10.39         	3.266699e-01	9.548593e-03	2.294697e-02
10.40         	3.328880e-01	9.493341e-03	2.296974e-02
10.41         	3.385962e-01	9.486906e-03	2.289102e-02
10.42         	3.265934e-01	9.526550e-03	2.280962e-02
10.43         	3.405215e-01	9.715223e-03	2.276584e-02
10.44         	3.415598e-01	9.942446e-03	2.273485e-02
10.45         	3.551742e-01	1.020087e-02	2.262518e-02
10.46         	3.494362e-01	1.045605e-02	2.246727e-02
10.47         	3.459320e-01	1.066984e-02	2.218921e-02
10.48         	3.278571e-01	1.093641e-02	2.186992e-02
10.49         	3.333572e-01	1.113278e-02	2.154734e-02
10.50         	3.346493e-01	1.134932e-02	2.120343e-02
10.51         	3.268003e-01	1.154252e-02	2.090544e-02
10.52         	3.166941e-01	1.171805e-02	2.067301e-02
10.53         	3.020986e-01	1.190882e-02	2.050397e-02
10.54         	2.972554e-01	1.202089e-02	2.034233e-02
10.55         	2.817615e-01	1.209095e-02	2.023397e-02
10.56         	2.777767e-01	1.211953e-02	2.006179e-02
10.57         	2.534166e-01	1.210753e-02	1.992873e-02
10.58         	2.558642e-01	1.205455e-02	1.977237e-02
10.59         	2.367210e-01	1.199550e-02	1.962431e-02
10.60         	2.335437e-01	1.191019e-02	1.944972e-02
10.61         	2.261911e-01	1.179582e-02	1.928340e-02
10.62         	2.033998e-01	1.167014e-02	1.908608e-02
10.63         	1.938876e-01	1.152526e-02	1.891639e-02
10.64         	1.815315e-01	1.136151e-02	1.872222e-02
10.65         	1.699855e-01	1.118567e-02	1.851756e-02
10.66         	1.768040e-01	1.101853e-02	1.837653e-02
10.67         	1.756611e-01	1.088507e-02	1.830429e-02
10.68         	1.782327e-01	1.078432e-02	1.831027e-02
10.69         	1.871966e-01	1.067924e-02	1.837172e-02
10.70         	2.070250e-01	1.058812e-02	1.848067e-02
10.71         	2.246443e-01	1.052026e-02	1.861884e-02
10.72         	2.444894e-01	1.049249e-02	1.882425e-02
10.73         	2.527185e-01	1.045112e-02	1.908026e-02
10.74         	2.652895e-01	1.045553e-02	1.944719e-02
10.75         	2.655162e-01	1.045151e-02	1.985587e-02
10.76         	2.673308e-01	1.047210e-02	2.028919e-02
10.77         	2.710309e-01	1.049678e-02	2.076272e-02
10.78         	2.905949e-01	1.048943e-02	2.125769e-02
10.79         	3.206432e-01	1.042096e-02	2.168190e-02
10.80         	3.231290e-01	1.032834e-02	2.210763e-02
10.81         	3.439809e-01	1.021943e-02	2.249892e-02
10.82         	3.436359e-01	1.011987e-02	2.280843e-02
10.83         	3.410062e-01	1.001265e-02	2.297556e-02
10.84         	3.521474e-01	9.949257e-03	2.307863e-02
10.85         	3.339717e-01	9.906515e-03	2.302009e-02
10.86         	3.446302e-01	9.905647e-03	2.286611e-02
10.87         	3.437095e-01	1.000318e-02	2.275221e-02
10.88         	3.339336e-01	1.011658e-02	2.266465e-02
10.89         	3.394070e-01	1.036208e-02	2.257349e-02
10.90         	3.627867e-01	1.060226e-02	2.243045e-02
10.91         	3.490914e-01	1.087271e-02	2.220960e-02
10.92         	3.287924e-01	1.111545e-02	2.193606e-02
10.93         	3.231857e-01	1.130476e-02	2.163272e-02
10.94         	3.263863e-01	1.151206e-02	2.137489e-02
10.95         	3.334081e-01	1.168251e-02	2.103346e-02
10.96         	3.302495e-01	1.184631e-02	2.077043e-02
10.97         	3.139080e-01	1.200594e-02	2.057616e-02
10.98         	3.078976e-01	1.219118e-02	2.041563e-02
10.99         	3.118717e-01	1.226047e-02	2.022060e-02
11.00         	2.965013e-01	1.234803e-02	2.011136e-02
11.01         	2.990370e-01	1.235055e-02	1.997371e-02
11.02         	2.735332e-01	1.233501e-02	1.982057e-02
11.03         	2.747311e-01	1.229860e-02	1.965740e-02
11.04         	2.440397e-01	1.221666e-02	1.952832e-02
11.05         	2.539163e-01	1.210076e-02	1.936136e-02
11.06         	2.223244e-01	1.195483e-02	1.919151e-02
11.07         	2.078398e-01	1.177968e-02	1.904059e-02
11.08         	2.066263e-01	1.159176e-02	1.886869e-02
11.09         	1.886553e-01	1.139725e-02	1.868776e-02
11.10         	1.866001e-01	1.117661e-02	1.855342e-02
11.11         	1.816828e-01	1.096987e-02	1.845685e-02
11.12         	1.715155e-01	1.077943e-02	1.839966e-02
11.13         	1.634114e-01	1.060592e-02	1.839322e-02
11.14         	1.590064e-01	1.044920e-02	1.844822e-02
11.15         	1.612581e-01	1.030741e-02	1.855065e-02
11.16         	1.645811e-01	1.017185e-02	1.871161e-02
11.17         	1.941202e-01	1.005641e-02	1.894911e-02
11.18         	2.360188e-01	9.955878e-03	1.921341e-02
11.19         	2.426469e-01	9.902572e-03	1.950439e-02
11.20         	2.826290e-01	9.853719e-03	1.987859e-02
11.21         	2.827325e-01	9.835450e-03	2.028425e-02
11.22         	3.135366e-01	9.872133e-03	2.073282e-02
11.23         	3.173230e-01	9.883037e-03	2.117629e-02
11.24         	3.256107e-01	9.889881e-03	2.155448e-02
11.25         	3.347899e-01	9.863986e-03	2.193196e-02
11.26         	3.350377e-01	9.796955e-03	2.227979e-02
11.27         	3.145217e-01	9.667749e-03	2.255082e-02
11.28         	3.207931e-01	9.565823e-03	2.269872e-02
11.29         	3.306593e-01	9.468038e-03	2.273385e-02
11.30         	3.310303e-01	9.449533e-03	2.272357e-02
11.31         	3.096907e-01	9.489744e-03	2.262727e-02
11.32         	3.171728e-01	9.627945e-03	2.251222e-02
11.33         	3.220394e-01	9.873403e-03	2.244747e-02
11.34         	3.442255e-01	1.014080e-02	2.244316e-02
11.35         	3.599872e-01	1.044572e-02	2.230170e-02
11.36         	3.672211e-01	1.073082e-02	2.216189e-02
11.37         	3.210742e-01	1.101348e-02	2.183316e-02
11.38         	3.345763e-01	1.128842e-02	2.154878e-02
11.39         	3.284229e-01	1.147606e-02	2.125367e-02
11.40         	3.316227e-01	1.164086e-02	2.087462e-02
11.41         	3.006806e-01	1.178253e-02	2.055996e-02
11.42         	2.889450e-01	1.188415e-02	2.035278e-02
11.43         	2.557923e-01	1.194651e-02	2.015962e-02
11.44         	2.569265e-01	1.201676e-02	1.998197e-02
11.45         	2.619541e-01	1.202517e-02	1.981473e-02
11.46         	2.464497e-01	1.201684e-02	1.968949e-02
11.47         	2.429419e-01	1.197043e-02	1.953618e-02
11.48         	2.392628e-01	1.189098e-02	1.938814e-02
11.49         	2.188038e-01	1.183588e-02	1.923532e-02
11.50         	2.209116e-01	1.172860e-02	1.907012e-02
11.51         	2.010946e-01	1.162369e-02	1.889297e-02
11.52         	1.804603e-01	1.146755e-02	1.869311e-02
11.53         	1.708880e-01	1.129273e-02	1.851743e-02
11.54         	1.716793e-01	1.112326e-02	1.834380e-02
11.55         	1.646118e-01	1.096190e-02	1.820961e-02
11.56         	1.650959e-01	1.083343e-02	1.814120e-02
11.57         	1.622380e-01	1.073337e-02	1.813255e-02
11.58         	1.687203e-01	1.062155e-02	1.820493e-02
11.59         	1.876829e-01	1.053058e-02	1.832715e-02
11.60         	2.101564e-01	1.044225e-02	1.848847e-02
11.61         	2.520322e-01	1.042238e-02	1.874345e-02
11.62         	2.596484e-01	1.039825e-02	1.902541e-02
11.63         	2.676095e-01	1.040351e-02	1.941975e-02
11.64         	2.710222e-01	1.043398e-02	1.985184e-02
11.65         	2.612952e-01	1.047792e-02	2.026971e-02
11.66         	2.720555e-01	1.049138e-02	2.073113e-02
11.67         	2.993086e-01	1.048702e-02	2.123156e-02
11.68         	3.300254e-01	1.044726e-02	2.170928e-02
11.69         	3.335279e-01	1.035621e-02	2.215937e-02
11.70         	3.454078e-01	1.025990e-02	2.256631e-02
11.71         	3.470605e-01	1.014597e-02	2.282534e-02
11.72         	3.354677e-01	1.006453e-02	2.301949e-02
11.73         	3.514264e-01	1.000390e-02	2.306416e-02
11.74         	3.268408e-01	9.966559e-03	2.301950e-02
11.75         	3.584834e-01	1.001668e-02	2.285808e-02
11.76         	3.346208e-01	1.008007e-02	2.274359e-02
11.77         	3.247364e-01	1.024717e-02	2.270076e-02
11.78         	3.416100e-01	1.046800e-02	2.255806e-02
11.79         	3.585091e-01	1.073481e-02	2.242375e-02
11.80         	3.459401e-01	1.096135e-02	2.221547e-02
11.81         	3.301749e-01	1.116231e-02	2.190129e-02
11.82         	3.215917e-01	1.136357e-02	2.158222e-02
11.83         	3.262614e-01	1.150750e-02	2.130685e-02
11.84         	3.377293e-01	1.166545e-02	2.097690e-02
11.85         	3.230799e-01	1.178299e-02	2.069329e-02
11.86         	3.016076e-01	1.192424e-02	2.049429e-02
11.87         	3.002479e-01	1.206088e-02	2.035331e-02
11.88         	3.019695e-01	1.212608e-02	2.018395e-02
11.89         	2.902003e-01	1.215676e-02	2.004812e-02
11.90         	2.922747e-01	1.214343e-02	1.991353e-02
11.91         	2.697624e-01	1.213351e-02	1.978939e-02
11.92         	2.807041e-01	1.204185e-02	1.960174e-02
11.93         	2.514274e-01	1.196673e-02	1.944371e-02
11.94         	2.255202e-01	1.184032e-02	1.929191e-02
11.95         	2.191927e-01	1.165301e-02	1.910934e-02
11.96         	1.892466e-01	1.149323e-02	1.890578e-02
11.97         	1.849941e-01	1.128738e-02	1.871475e-02
11.98         	1.810593e-01	1.107230e-02	1.852843e-02
11.99         	1.752842e-01	1.086915e-02	1.837129e-02
12.00         	1.698958e-01	1.067818e-02	1.827250e-02
12.01         	1.573978e-01	1.050622e-02	1.823494e-02
12.02         	1.566589e-01	1.035035e-02	1.828138e-02
12.03         	1.568635e-01	1.019192e-02	1.835128e-02
12.04         	1.693615e-01	1.005659e-02	1.849066e-02
12.05         	1.931992e-01	9.932656e-03	1.871090e-02
12.06         	2.403064e-01	9.817321e-03	1.897389e-02
12.07         	2.563625e-01	9.770685e-03	1.925687e-02
12.08         	2.831459e-01	9.721649e-03	1.962006e-02
12.09         	2.974702e-01	9.736954e-03	2.007176e-02
12.10         	2.952866e-01	9.774526e-03	2.055564e-02
12.11         	3.037183e-01	9.797574e-03	2.100503e-02
12.12         	3.090587e-01	9.817434e-03	2.148682e-02
12.13         	3.292198e-01	9.751312e-03	2.194152e-02
12.14         	3.391039e-01	9.681804e-03	2.234677e-02
12.15         	3.272583e-01	9.603710e-03	2.265899e-02
12.16         	3.341295e-01	9.516615e-03	2.287477e-02
12.17         	3.432729e-01	9.448467e-03	2.299559e-02
12.18         	3.260042e-01	9.400976e-03	2.298490e-02
12.19         	3.387086e-01	9.425668e-03	2.289504e-02
12.20         	3.256550e-01	9.452638e-03	2.275169e-02
12.21         	3.139654e-01	9.670278e-03	2.266072e-02
12.22         	3.353331e-01	9.914926e-03	2.257458e-02
12.23         	3.511469e-01	1.015418e-02	2.250944e-02
12.24         	3.453965e-01	1.043213e-02	2.229878e-02
12.25         	3.385088e-01	1.068009e-02	2.207018e-02
12.26         	3.333529e-01	1.091744e-02	2.181289e-02
12.27         	3.179791e-01	1.111757e-02	2.146246e-02
12.28         	3.287878e-01	1.131677e-02	2.115520e-02
12.29         	3.229900e-01	1.144567e-02	2.078294e-02
12.30         	3.029812e-01	1.162480e-02	2.053240e-02
12.31         	2.860288e-01	1.174282e-02	2.034973e-02
12.32         	2.707747e-01	1.179968e-02	2.016917e-02
12.33         	2.698282e-01	1.188609e-02	2.003097e-02
12.34         	2.660545e-01	1.187405e-02	1.984040e-02
12.35         	2.536436e-01	1.188386e-02	1.970683e-02
12.36         	2.598741e-01	1.182647e-02	1.951593e-02
12.37         	2.410359e-01	1.175754e-02	1.937543e-02
12.38         	2.235080e-01	1.167270e-02	1.921192e-02
12.39         	2.165165e-01	1.156061e-02	1.904437e-02
12.40         	1.855803e-01	1.143514e-02	1.881487e-02
12.41         	1.757840e-01	1.129707e-02	1.863849e-02
12.42         	1.677557e-01	1.110731e-02	1.845565e-02
12.43         	1.629296e-01	1.092248e-02	1.824666e-02
12.44         	1.597984e-01	1.078507e-02	1.814832e-02
12.45         	1.614538e-01	1.066067e-02	1.810594e-02
12.46         	1.612934e-01	1.055116e-02	1.813637e-02
12.47         	1.737998e-01	1.044569e-02	1.821456e-02
12.48         	1.930596e-01	1.035787e-02	1.834972e-02
12.49         	2.132803e-01	1.027137e-02	1.854538e-02
12.50         	2.518651e-01	1.023051e-02	1.879539e-02
12.51         	2.608990e-01	1.021947e-02	1.912310e-02
12.52         	2.685134e-01	1.023854e-02	1.949981e-02
12.53         	2.725710e-01	1.025978e-02	1.993051e-02
12.54         	2.727793e-01	1.030640e-02	2.037819e-02
12.55         	2.906124e-01	1.031114e-02	2.085308e-02
12.56         	3.098279e-01	1.029493e-02	2.134712e-02
12.57         	3.285027e-01	1.023419e-02	2.178660e-02
12.58         	3.552818e-01	1.014298e-02	2.227181e-02
12.59         	3.388111e-01	1.002305e-02	2.258885e-02
12.60         	3.441596e-01	9.933713e-03	2.280040e-02
12.61         	3.312813e-01	9.834590e-03	2.287230e-02
12.62         	3.294602e-01	9.791407e-03	2.291017e-02
12.63         	3.473164e-01	9.799422e-03	2.279395e-02
12.64         	3.388379e-01	9.827517e-03	2.271244e-02
12.65         	3.295693e-01	9.952689e-03	2.264737e-02
12.66         	3.395677e-01	1.017509e-02	2.250540e-02
12.67         	3.540454e-01	1.039106e-02	2.243301e-02
12.68         	3.540751e-01	1.062994e-02	2.229098e-02
12.69         	3.405070e-01	1.084885e-02	2.196080e-02
12.70         	3.158297e-01	1.104674e-02	2.166018e-02
12.71         	3.170526e-01	1.121524e-02	2.134684e-02
12.72         	3.351134e-01	1.137715e-02	2.100430e-02
12.73         	3.289265e-01	1.154470e-02	2.073013e-02
12.74         	3.129249e-01	1.167904e-02	2.050786e-02
12.75         	3.058365e-01	1.182773e-02	2.031458e-02
12.76         	3.143961e-01	1.191406e-02	2.015055e-02
12.77         	2.893711e-01	1.198070e-02	2.000964e-02
12.78         	2.942167e-01	1.196671e-02	1.983234e-02
12.79         	2.648239e-01	1.193383e-02	1.968324e-02
12.80         	2.594351e-01	1.189093e-02	1.953138e-02
12.81         	2.535782e-01	1.181231e-02	1.936766e-02
12.82         	2.326796e-01	1.170226e-02	1.916222e-02
12.83         	2.236708e-01	1.154621e-02	1.896689e-02
12.84         	1.910656e-01	1.141668e-02	1.876690e-02
12.85         	1.768161e-01	1.124621e-02	1.854831e-02
12.86         	1.689176e-01	1.105617e-02	1.834495e-02
12.87         	1.672365e-01	1.087503e-02	1.817273e-02
12.88         	1.599812e-01	1.068727e-02	1.802003e-02
12.89         	1.637488e-01	1.054844e-02	1.799655e-02
12.90         	1.620445e-01	1.039929e-02	1.800647e-02
12.91         	1.735822e-01	1.026690e-02	1.808898e-02
12.92         	1.927962e-01	1.016350e-02	1.821706e-02
12.93         	2.094257e-01	1.005842e-02	1.842247e-02
12.94         	2.500706e-01	9.970843e-03	1.864627e-02
12.95         	2.452664e-01	9.926094e-03	1.890324e-02
12.96         	2.737171e-01	9.905651e-03	1.928408e-02
12.97         	2.753167e-01	9.923339e-03	1.970036e-02
12.98         	2.690147e-01	9.971398e-03	2.017009e-02
12.99         	2.811877e-01	9.984772e-03	2.065868e-02
13.00         	2.927317e-01	9.982193e-03	2.115555e-02
13.01         	3.242076e-01	9.918115e-03	2.164509e-02
13.02         	3.324230e-01	9.850461e-03	2.208025e-02
13.03         	3.316244e-01	9.722789e-03	2.242034e-02
13.04         	3.217834e-01	9.576078e-03	2.265931e-02
13.05         	3.138566e-01	9.486727e-03	2.279313e-02
13.06         	3.317889e-01	9.433636e-03	2.285207e-02
13.07         	3.312147e-01	9.431321e-03	2.278857e-02
13.08         	3.195749e-01	9.441689e-03	2.270484e-02
13.09         	3.332543e-01	9.628920e-03	2.264941e-02
13.10         	3.372134e-01	9.837401e-03	2.260718e-02
13.11         	3.520667e-01	1.007384e-02	2.255469e-02
13.12         	3.510983e-01	1.032414e-02	2.236912e-02
13.13         	3.430819e-01	1.055272e-02	2.214238e-02
13.14         	3.126301e-01	1.078349e-02	2.178797e-02
13.15         	3.233521e-01	1.097950e-02	2.147867e-02
13.16         	3.270336e-01	1.115091e-02	2.116978e-02
13.17         	3.218087e-01	1.135301e-02	2.083532e-02
13.18         	3.294709e-01	1.151670e-02	2.061108e-02
13.19         	3.063146e-01	1.168538e-02	2.045248e-02
13.20         	3.046233e-01	1.178370e-02	2.022233e-02
13.21         	2.831041e-01	1.184259e-02	2.010051e-02
13.22         	2.847906e-01	1.184842e-02	1.990410e-02
13.23         	2.512268e-01	1.184189e-02	1.981614e-02
13.24         	2.602202e-01	1.177909e-02	1.964829e-02
13.25         	2.466948e-01	1.172011e-02	1.948438e-02
13.26         	2.317646e-01	1.161772e-02	1.930472e-02
13.27         	2.202800e-01	1.151274e-02	1.912547e-02
13.28         	1.952723e-01	1.139762e-02	1.893772e-02
13.29         	1.821579e-01	1.124965e-02	1.872200e-02
13.30         	1.746084e-01	1.110771e-02	1.853766e-02
13.31         	1.698832e-01	1.095321e-02	1.834265e-02
13.32         	1.788088e-01	1.080471e-02	1.821655e-02
13.33         	1.905941e-01	1.068254e-02	1.817421e-02
13.34         	1.900385e-01	1.057772e-02	1.819811e-02
13.35         	1.962512e-01	1.047995e-02	1.825521e-02
13.36         	2.194465e-01	1.042078e-02	1.836484e-02
13.37         	2.422586e-01	1.038976e-02	1.854966e-02
13.38         	2.607385e-01	1.037451e-02	1.877415e-02
13.39         	2.565323e-01	1.036051e-02	1.909311e-02
13.40         	2.631876e-01	1.035370e-02	1.945108e-02
13.41         	2.615087e-01	1.039424e-02	1.986859e-02
13.42         	2.595546e-01	1.042219e-02	2.031870e-02
13.43         	2.717963e-01	1.041234e-02	2.076933e-02
13.44         	2.855079e-01	1.039069e-02	2.123078e-02
13.45         	3.113248e-01	1.031689e-02	2.171889e-02
13.46         	3.424033e-01	1.019554e-02	2.215113e-02
13.47         	3.323445e-01	1.010663e-02	2.255264e-02
13.48         	3.429223e-01	9.981766e-03	2.276449e-02
13.49         	3.417217e-01	9.868752e-03	2.293015e-02
13.50         	3.210267e-01	9.824346e-03	2.296064e-02
13.51         	3.426625e-01	9.840286e-03	2.285659e-02
13.52         	3.498091e-01	9.881588e-03	2.274058e-02
13.53         	3.288421e-01	9.985228e-03	2.267028e-02
13.54         	3.421320e-01	1.021728e-02	2.259753e-02
13.55         	3.684801e-01	1.048395e-02	2.252175e-02
13.56         	3.510987e-01	1.073744e-02	2.240397e-02
13.57         	3.423572e-01	1.097821e-02	2.207858e-02
13.58         	3.305606e-01	1.120623e-02	2.181756e-02
13.59         	3.158540e-01	1.137373e-02	2.150576e-02
13.60         	3.385720e-01	1.159097e-02	2.117374e-02
13.61         	3.464733e-01	1.175892e-02	2.085773e-02
13.62         	3.320315e-01	1.190755e-02	2.060644e-02
13.63         	3.204166e-01	1.208578e-02	2.038835e-02
13.64         	3.177395e-01	1.221236e-02	2.021890e-02
13.65         	2.884475e-01	1.229281e-02	2.008590e-02
13.66         	2.859342e-01	1.231350e-02	1.990658e-02
13.67         	2.560946e-01	1.228089e-02	1.980229e-02
13.68         	2.573589e-01	1.224080e-02	1.963205e-02
13.69         	2.410164e-01	1.217442e-02	1.945382e-02
13.70         	2.294236e-01	1.207611e-02	1.928023e-02
13.71         	2.288432e-01	1.195406e-02	1.909757e-02
13.72         	2.042172e-01	1.181804e-02	1.891388e-02
13.73         	1.915881e-01	1.166810e-02	1.873978e-02
13.74         	1.843408e-01	1.151216e-02	1.857324e-02
13.75         	1.799599e-01	1.135364e-02	1.843618e-02
13.76         	1.921024e-01	1.119457e-02	1.829540e-02
13.77         	2.071963e-01	1.105347e-02	1.821710e-02
13.78         	2.122553e-01	1.093430e-02	1.827714e-02
13.79         	2.207953e-01	1.084215e-02	1.834198e-02
13.80         	2.492434e-01	1.076357e-02	1.847136e-02
13.81         	2.438563e-01	1.072587e-02	1.860600e-02
13.82         	2.507624e-01	1.066427e-02	1.880230e-02
13.83         	2.534358e-01	1.060811e-02	1.912872e-02
13.84         	2.474294e-01	1.058126e-02	1.944248e-02
13.85         	2.494224e-01	1.058164e-02	1.984660e-02
13.86         	2.527582e-01	1.057627e-02	2.029883e-02
13.87         	2.683084e-01	1.056309e-02	2.077322e-02
13.88         	2.974244e-01	1.051797e-02	2.124872e-02
13.89         	3.128355e-01	1.037501e-02	2.166942e-02
13.90         	3.359086e-01	1.023108e-02	2.206580e-02
13.91         	3.455612e-01	1.010573e-02	2.241539e-02
13.92         	3.477997e-01	9.975107e-03	2.263111e-02
13.93         	3.471057e-01	9.846565e-03	2.272423e-02
13.94         	3.319006e-01	9.791649e-03	2.279113e-02
13.95         	3.314278e-01	9.797640e-03	2.274651e-02
13.96         	3.375467e-01	9.925306e-03	2.269044e-02
13.97         	3.486442e-01	1.013854e-02	2.271241e-02
13.98         	3.505463e-01	1.033806e-02	2.266074e-02
13.99         	3.410414e-01	1.057725e-02	2.258751e-02
14.00         	3.426376e-01	1.081218e-02	2.236546e-02
14.01         	3.431249e-01	1.105266e-02	2.201797e-02
14.02         	3.185308e-01	1.127168e-02	2.168413e-02
14.03         	3.222598e-01	1.144215e-02	2.134174e-02
14.04         	3.042129e-01	1.168468e-02	2.097879e-02
14.05         	3.225126e-01	1.189733e-02	2.071931e-02
14.06         	3.248917e-01	1.206448e-02	2.041930e-02
14.07         	2.899828e-01	1.224300e-02	2.027193e-02
14.08         	2.996772e-01	1.233908e-02	2.007867e-02
14.09         	2.527482e-01	1.240104e-02	1.992263e-02
14.10         	2.541135e-01	1.241105e-02	1.978325e-02
14.11         	2.446978e-01	1.235530e-02	1.958340e-02
14.12         	2.215673e-01	1.230330e-02	1.940663e-02
14.13         	2.147883e-01	1.226539e-02	1.925992e-02
14.14         	2.148087e-01	1.223165e-02	1.907847e-02
14.15         	2.297509e-01	1.219051e-02	1.890151e-02
14.16         	2.474325e-01	1.211188e-02	1.873414e-02
14.17         	2.499430e-01	1.203639e-02	1.860513e-02
14.18         	2.408354e-01	1.196074e-02	1.845851e-02
14.19         	2.341829e-01	1.183574e-02	1.833738e-02
14.20         	2.389603e-01	1.166174e-02	1.823858e-02
14.21         	2.376158e-01	1.149379e-02	1.815429e-02
14.22         	2.136429e-01	1.133939e-02	1.814054e-02
14.23         	1.910340e-01	1.120341e-02	1.817982e-02
14.24         	1.913058e-01	1.105333e-02	1.824895e-02
14.25         	1.973323e-01	1.093609e-02	1.838036e-02
14.26         	2.047786e-01	1.079814e-02	1.861349e-02
14.27         	2.337503e-01	1.066422e-02	1.887505e-02
14.28         	2.570314e-01	1.055796e-02	1.924402e-02
14.29         	2.934493e-01	1.046641e-02	1.966691e-02
14.30         	2.770010e-01	1.040941e-02	2.002772e-02
14.31         	2.927202e-01	1.035681e-02	2.037043e-02
14.32         	2.910374e-01	1.022435e-02	2.067952e-02
14.33         	3.080312e-01	1.012300e-02	2.098760e-02
14.34         	3.305522e-01	1.001652e-02	2.132283e-02
14.35         	3.174501e-01	9.967041e-03	2.153266e-02
14.36         	3.292068e-01	9.851248e-03	2.179745e-02
14.37         	3.169860e-01	9.826922e-03	2.191399e-02
14.38         	3.171302e-01	9.791296e-03	2.198053e-02
14.39         	3.226588e-01	9.805605e-03	2.199222e-02
14.40         	3.227714e-01	9.872418e-03	2.201287e-02
14.41         	3.254686e-01	1.008514e-02	2.195175e-02
14.42         	3.276784e-01	1.039000e-02	2.196042e-02
14.43         	3.464620e-01	1.068745e-02	2.195246e-02
14.44         	3.619655e-01	1.105078e-02	2.188555e-02
14.45         	3.697734e-01	1.133536e-02	2.173162e-02
14.46         	3.450117e-01	1.163166e-02	2.151508e-02
14.47         	3.572700e-01	1.190490e-02	2.122674e-02
14.48         	3.391576e-01	1.224109e-02	2.092594e-02
14.49         	3.329328e-01	1.256890e-02	2.069429e-02
14.50         	3.412420e-01	1.285078e-02	2.048095e-02
14.51         	3.146697e-01	1.315302e-02	2.035492e-02
14.52         	3.138230e-01	1.334694e-02	2.016996e-02
14.53         	2.667096e-01	1.350873e-02	2.005616e-02
14.54         	2.547773e-01	1.360031e-02	1.996550e-02
14.55         	2.552639e-01	1.360891e-02	1.984572e-02
14.56         	2.340444e-01	1.359261e-02	1.971953e-02
14.57         	2.353472e-01	1.358072e-02	1.960660e-02
14.58         	2.376387e-01	1.354969e-02	1.947836e-02
14.59         	2.574257e-01	1.354035e-02	1.932569e-02
14.60         	2.821462e-01	1.348266e-02	1.918414e-02
14.61         	2.727153e-01	1.338883e-02	1.906095e-02
14.62         	2.543075e-01	1.325952e-02	1.890579e-02
14.63         	2.397615e-01	1.311434e-02	1.876824e-02
14.64         	2.313285e-01	1.292852e-02	1.864003e-02
14.65         	2.120528e-01	1.274665e-02	1.852803e-02
14.66         	1.982933e-01	1.262419e-02	1.846791e-02
14.67         	1.925028e-01	1.247476e-02	1.845498e-02
14.68         	1.992016e-01	1.232335e-02	1.853487e-02
14.69         	2.072370e-01	1.216635e-02	1.861232e-02
14.70         	2.205774e-01	1.197802e-02	1.869834e-02
14.71         	2.462491e-01	1.182441e-02	1.888210e-02
14.72         	2.462929e-01	1.163738e-02	1.911461e-02
14.73         	2.418844e-01	1.145263e-02	1.942558e-02
14.74         	2.662776e-01	1.128732e-02	1.979042e-02
14.75         	2.942194e-01	1.115414e-02	2.017977e-02
14.76         	2.734185e-01	1.105679e-02	2.050658e-02
14.77         	2.885183e-01	1.103080e-02	2.075172e-02
14.78         	2.876508e-01	1.097322e-02	2.106344e-02
14.79         	3.077969e-01	1.091247e-02	2.138429e-02
14.80         	3.306915e-01	1.091638e-02	2.160634e-02
14.81         	3.345873e-01	1.077739e-02	2.190207e-02
14.82         	3.421974e-01	1.071858e-02	2.210419e-02
14.83         	3.334231e-01	1.062043e-02	2.227199e-02
14.84         	3.299186e-01	1.058705e-02	2.229908e-02
14.85         	3.332783e-01	1.056663e-02	2.226660e-02
14.86         	3.268177e-01	1.063250e-02	2.226874e-02
14.87         	3.269426e-01	1.081248e-02	2.215861e-02
14.88         	3.301682e-01	1.110400e-02	2.206395e-02
14.89         	3.418533e-01	1.145174e-02	2.206696e-02
14.90         	3.675498e-01	1.180153e-02	2.197289e-02
14.91         	3.527253e-01	1.214211e-02	2.183808e-02
14.92         	3.478600e-01	1.247221e-02	2.162621e-02
14.93         	3.505550e-01	1.281097e-02	2.137703e-02
14.94         	3.408521e-01	1.308119e-02	2.110686e-02
14.95         	3.303694e-01	1.335921e-02	2.085222e-02
14.96         	3.199817e-01	1.359332e-02	2.063086e-02
14.97         	2.872751e-01	1.376142e-02	2.048558e-02
14.98         	2.857692e-01	1.388372e-02	2.033938e-02
14.99         	2.562788e-01	1.389047e-02	2.014212e-02
15.00         	2.453522e-01	1.391196e-02	1.991648e-02
15.01         	2.427228e-01	1.389812e-02	1.980114e-02
15.02         	2.351714e-01	1.385047e-02	1.968445e-02
