"p","nut","k","omega","U:0","U:1","U:2","h","Points:0","Points:1","Points:2"
-1.91148e-04,0.00000e+00,3.33487e-07,7.74793e+02,0.00000e+00,0.00000e+00,0.00000e+00,-1.94850e-03,1.10704e-01,-7.38198e-03,2.90000e-01
-1.46577e-04,0.00000e+00,4.08564e-07,7.79571e+02,0.00000e+00,0.00000e+00,0.00000e+00,-1.49416e-03,1.12236e-01,-7.23511e-03,0.00000e+00
-1.46577e-04,0.00000e+00,4.08564e-07,7.79571e+02,0.00000e+00,0.00000e+00,0.00000e+00,-1.49416e-03,1.12236e-01,-7.23511e-03,2.90000e-01
-9.62378e-05,0.00000e+00,4.97224e-07,7.84969e+02,0.00000e+00,0.00000e+00,0.00000e+00,-9.81017e-04,1.13765e-01,-7.06185e-03,0.00000e+00
-9.62378e-05,0.00000e+00,4.97224e-07,7.84969e+02,0.00000e+00,0.00000e+00,0.00000e+00,-9.81017e-04,1.13765e-01,-7.06185e-03,2.90000e-01
-3.96739e-05,0.00000e+00,6.00979e-07,7.91070e+02,0.00000e+00,0.00000e+00,0.00000e+00,-4.04423e-04,1.15291e-01,-6.86429e-03,0.00000e+00
-3.96739e-05,0.00000e+00,6.00979e-07,7.91070e+02,0.00000e+00,0.00000e+00,0.00000e+00,-4.04423e-04,1.15291e-01,-6.86429e-03,2.90000e-01
2.35105e-05,0.00000e+00,7.22093e-07,7.97634e+02,0.00000e+00,0.00000e+00,0.00000e+00,2.39659e-04,1.16814e-01,-6.64451e-03,0.00000e+00
2.35105e-05,0.00000e+00,7.22093e-07,7.97634e+02,0.00000e+00,0.00000e+00,0.00000e+00,2.39659e-04,1.16814e-01,-6.64451e-03,2.90000e-01
9.35811e-05,0.00000e+00,8.62954e-07,8.04540e+02,0.00000e+00,0.00000e+00,0.00000e+00,9.53936e-04,1.18334e-01,-6.40452e-03,0.00000e+00
9.35811e-05,0.00000e+00,8.62954e-07,8.04540e+02,0.00000e+00,0.00000e+00,0.00000e+00,9.53936e-04,1.18334e-01,-6.40452e-03,2.90000e-01
1.70610e-04,0.00000e+00,1.02274e-06,8.11687e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.73914e-03,1.19851e-01,-6.14636e-03,0.00000e+00
1.70610e-04,0.00000e+00,1.02274e-06,8.11687e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.73914e-03,1.19851e-01,-6.14636e-03,2.90000e-01
2.54818e-04,0.00000e+00,1.19943e-06,8.19000e+02,0.00000e+00,0.00000e+00,0.00000e+00,2.59753e-03,1.21365e-01,-5.87197e-03,0.00000e+00
2.54818e-04,0.00000e+00,1.19943e-06,8.19000e+02,0.00000e+00,0.00000e+00,0.00000e+00,2.59753e-03,1.21365e-01,-5.87197e-03,2.90000e-01
3.45854e-04,0.00000e+00,1.40613e-06,8.26382e+02,0.00000e+00,0.00000e+00,0.00000e+00,3.52553e-03,1.22876e-01,-5.58329e-03,0.00000e+00
3.45854e-04,0.00000e+00,1.40613e-06,8.26382e+02,0.00000e+00,0.00000e+00,0.00000e+00,3.52553e-03,1.22876e-01,-5.58329e-03,2.90000e-01
4.42655e-04,0.00000e+00,1.64480e-06,8.33753e+02,0.00000e+00,0.00000e+00,0.00000e+00,4.51228e-03,1.24385e-01,-5.28219e-03,0.00000e+00
4.42655e-04,0.00000e+00,1.64480e-06,8.33753e+02,0.00000e+00,0.00000e+00,0.00000e+00,4.51228e-03,1.24385e-01,-5.28219e-03,2.90000e-01
5.44447e-04,0.00000e+00,1.89979e-06,8.41062e+02,0.00000e+00,0.00000e+00,0.00000e+00,5.54991e-03,1.25892e-01,-4.97055e-03,0.00000e+00
5.44447e-04,0.00000e+00,1.89979e-06,8.41062e+02,0.00000e+00,0.00000e+00,0.00000e+00,5.54991e-03,1.25892e-01,-4.97055e-03,2.90000e-01
6.50192e-04,0.00000e+00,2.16964e-06,8.48167e+02,0.00000e+00,0.00000e+00,0.00000e+00,6.62785e-03,1.27397e-01,-4.65017e-03,0.00000e+00
6.50192e-04,0.00000e+00,2.16964e-06,8.48167e+02,0.00000e+00,0.00000e+00,0.00000e+00,6.62785e-03,1.27397e-01,-4.65017e-03,2.90000e-01
7.58300e-04,0.00000e+00,2.45655e-06,8.54886e+02,0.00000e+00,0.00000e+00,0.00000e+00,7.72987e-03,1.28901e-01,-4.32287e-03,0.00000e+00
7.58300e-04,0.00000e+00,2.45655e-06,8.54886e+02,0.00000e+00,0.00000e+00,0.00000e+00,7.72987e-03,1.28901e-01,-4.32287e-03,2.90000e-01
8.66973e-04,0.00000e+00,2.74374e-06,8.61573e+02,0.00000e+00,0.00000e+00,0.00000e+00,8.83765e-03,1.30403e-01,-3.99040e-03,0.00000e+00
8.66973e-04,0.00000e+00,2.74374e-06,8.61573e+02,0.00000e+00,0.00000e+00,0.00000e+00,8.83765e-03,1.30403e-01,-3.99040e-03,2.90000e-01
9.74207e-04,0.00000e+00,3.02408e-06,8.67889e+02,0.00000e+00,0.00000e+00,0.00000e+00,9.93076e-03,1.31905e-01,-3.65453e-03,0.00000e+00
9.74207e-04,0.00000e+00,3.02408e-06,8.67889e+02,0.00000e+00,0.00000e+00,0.00000e+00,9.93076e-03,1.31905e-01,-3.65453e-03,2.90000e-01
1.07780e-03,0.00000e+00,3.29194e-06,8.73743e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.09867e-02,1.33406e-01,-3.31700e-03,0.00000e+00
1.07780e-03,0.00000e+00,3.29194e-06,8.73743e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.09867e-02,1.33406e-01,-3.31700e-03,2.90000e-01
1.17553e-03,0.00000e+00,3.53147e-06,8.79607e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.19830e-02,1.34907e-01,-2.97956e-03,0.00000e+00
1.17553e-03,0.00000e+00,3.53147e-06,8.79607e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.19830e-02,1.34907e-01,-2.97956e-03,2.90000e-01
1.26538e-03,0.00000e+00,3.74287e-06,8.84799e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.28989e-02,1.36409e-01,-2.64395e-03,0.00000e+00
1.26538e-03,0.00000e+00,3.74287e-06,8.84799e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.28989e-02,1.36409e-01,-2.64395e-03,2.90000e-01
1.34559e-03,0.00000e+00,3.91674e-06,8.89580e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.37166e-02,1.37911e-01,-2.31190e-03,0.00000e+00
1.34559e-03,0.00000e+00,3.91674e-06,8.89580e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.37166e-02,1.37911e-01,-2.31190e-03,2.90000e-01
1.41477e-03,0.00000e+00,4.04491e-06,8.94053e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.44217e-02,1.39415e-01,-1.98519e-03,0.00000e+00
1.41477e-03,0.00000e+00,4.04491e-06,8.94053e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.44217e-02,1.39415e-01,-1.98519e-03,2.90000e-01
1.47188e-03,0.00000e+00,4.11833e-06,8.97789e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.50039e-02,1.40920e-01,-1.66558e-03,0.00000e+00
1.47188e-03,0.00000e+00,4.11833e-06,8.97789e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.50039e-02,1.40920e-01,-1.66558e-03,2.90000e-01
1.51646e-03,0.00000e+00,4.12994e-06,9.00930e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.54584e-02,1.42427e-01,-1.35487e-03,0.00000e+00
1.51646e-03,0.00000e+00,4.12994e-06,9.00930e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.54584e-02,1.42427e-01,-1.35487e-03,2.90000e-01
1.54873e-03,0.00000e+00,4.08547e-06,9.03388e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.57873e-02,1.43937e-01,-1.05490e-03,0.00000e+00
1.54873e-03,0.00000e+00,4.08547e-06,9.03388e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.57873e-02,1.43937e-01,-1.05490e-03,2.90000e-01
1.56948e-03,0.00000e+00,3.96800e-06,9.05586e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.59987e-02,1.45448e-01,-7.67513e-04,0.00000e+00
1.56948e-03,0.00000e+00,3.96800e-06,9.05586e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.59987e-02,1.45448e-01,-7.67513e-04,2.90000e-01
1.58031e-03,0.00000e+00,3.77486e-06,9.07247e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.61092e-02,1.46963e-01,-4.94608e-04,0.00000e+00
1.58031e-03,0.00000e+00,3.77486e-06,9.07247e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.61092e-02,1.46963e-01,-4.94608e-04,2.90000e-01
1.58371e-03,0.00000e+00,3.48692e-06,9.08271e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.61438e-02,1.48480e-01,-2.38114e-04,0.00000e+00
1.58371e-03,0.00000e+00,3.48692e-06,9.08271e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.61438e-02,1.48480e-01,-2.38114e-04,2.90000e-01
1.58388e-03,0.00000e+00,3.31068e-06,9.08779e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.61456e-02,1.50000e-01,0.00000e+00,0.00000e+00
1.58388e-03,0.00000e+00,3.31068e-06,9.08779e+02,0.00000e+00,0.00000e+00,0.00000e+00,1.61456e-02,1.50000e-01,0.00000e+00,2.90000e-01
