Time,"p","Points:0","Points:1","Points:2"
1.730000e+02,1.299290e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.730000e+02,1.337580e-03,1.520200e-03,2.381140e-04,0.000000e+00
1.730000e+02,1.337580e-03,1.520200e-03,2.381140e-04,2.900000e-01
1.730000e+02,1.299290e-03,0.000000e+00,0.000000e+00,2.900000e-01
1.730000e+02,1.407750e-03,3.037420e-03,4.946080e-04,0.000000e+00
1.730000e+02,1.407750e-03,3.037420e-03,4.946080e-04,2.900000e-01
1.730000e+02,1.465675e-03,4.551780e-03,7.675130e-04,0.000000e+00
1.730000e+02,1.465675e-03,4.551780e-03,7.675130e-04,2.900000e-01
1.730000e+02,1.510240e-03,6.063450e-03,1.054900e-03,0.000000e+00
1.730000e+02,1.510240e-03,6.063450e-03,1.054900e-03,2.900000e-01
1.730000e+02,1.538845e-03,7.572670e-03,1.354870e-03,0.000000e+00
1.730000e+02,1.538845e-03,7.572670e-03,1.354870e-03,2.900000e-01
1.730000e+02,1.549550e-03,9.079730e-03,1.665580e-03,0.000000e+00
1.730000e+02,1.549550e-03,9.079730e-03,1.665580e-03,2.900000e-01
1.730000e+02,1.539395e-03,1.058490e-02,1.985190e-03,0.000000e+00
1.730000e+02,1.539395e-03,1.058490e-02,1.985190e-03,2.900000e-01
1.730000e+02,1.506510e-03,1.208860e-02,2.311900e-03,0.000000e+00
1.730000e+02,1.506510e-03,1.208860e-02,2.311900e-03,2.900000e-01
1.730000e+02,1.448935e-03,1.359110e-02,2.643950e-03,0.000000e+00
1.730000e+02,1.448935e-03,1.359110e-02,2.643950e-03,2.900000e-01
1.730000e+02,1.365215e-03,1.509280e-02,2.979560e-03,0.000000e+00
1.730000e+02,1.365215e-03,1.509280e-02,2.979560e-03,2.900000e-01
1.730000e+02,1.254765e-03,1.659410e-02,3.317000e-03,0.000000e+00
1.730000e+02,1.254765e-03,1.659410e-02,3.317000e-03,2.900000e-01
1.730000e+02,1.116225e-03,1.809540e-02,3.654530e-03,0.000000e+00
1.730000e+02,1.116225e-03,1.809540e-02,3.654530e-03,2.900000e-01
1.730000e+02,9.497875e-04,1.959700e-02,3.990400e-03,0.000000e+00
1.730000e+02,9.497875e-04,1.959700e-02,3.990400e-03,2.900000e-01
1.730000e+02,7.548620e-04,2.109940e-02,4.322870e-03,0.000000e+00
