Time,"p","Points:0","Points:1","Points:2"
6.800000e+01,7.912320e-04,0.000000e+00,0.000000e+00,0.000000e+00
6.800000e+01,7.411990e-04,1.520200e-03,2.381140e-04,0.000000e+00
6.800000e+01,7.411990e-04,1.520200e-03,2.381140e-04,2.900000e-01
6.800000e+01,7.912320e-04,0.000000e+00,0.000000e+00,2.900000e-01
6.800000e+01,6.354870e-04,3.037420e-03,4.946080e-04,0.000000e+00
6.800000e+01,6.354870e-04,3.037420e-03,4.946080e-04,2.900000e-01
6.800000e+01,5.176305e-04,4.551780e-03,7.675130e-04,0.000000e+00
6.800000e+01,5.176305e-04,4.551780e-03,7.675130e-04,2.900000e-01
6.800000e+01,3.919515e-04,6.063450e-03,1.054900e-03,0.000000e+00
6.800000e+01,3.919515e-04,6.063450e-03,1.054900e-03,2.900000e-01
6.800000e+01,2.659145e-04,7.572670e-03,1.354870e-03,0.000000e+00
6.800000e+01,2.659145e-04,7.572670e-03,1.354870e-03,2.900000e-01
6.800000e+01,1.390815e-04,9.079730e-03,1.665580e-03,0.000000e+00
6.800000e+01,1.390815e-04,9.079730e-03,1.665580e-03,2.900000e-01
6.800000e+01,1.325905e-05,1.058490e-02,1.985190e-03,0.000000e+00
6.800000e+01,1.325905e-05,1.058490e-02,1.985190e-03,2.900000e-01
6.800000e+01,-1.082584e-04,1.208860e-02,2.311900e-03,0.000000e+00
6.800000e+01,-1.082584e-04,1.208860e-02,2.311900e-03,2.900000e-01
6.800000e+01,-2.259350e-04,1.359110e-02,2.643950e-03,0.000000e+00
6.800000e+01,-2.259350e-04,1.359110e-02,2.643950e-03,2.900000e-01
6.800000e+01,-3.380375e-04,1.509280e-02,2.979560e-03,0.000000e+00
6.800000e+01,-3.380375e-04,1.509280e-02,2.979560e-03,2.900000e-01
6.800000e+01,-4.434470e-04,1.659410e-02,3.317000e-03,0.000000e+00
6.800000e+01,-4.434470e-04,1.659410e-02,3.317000e-03,2.900000e-01
6.800000e+01,-5.424930e-04,1.809540e-02,3.654530e-03,0.000000e+00
