Time,"p","Points:0","Points:1","Points:2"
6.500000e+01,1.323810e-03,0.000000e+00,0.000000e+00,0.000000e+00
6.500000e+01,1.325605e-03,1.520200e-03,2.381140e-04,0.000000e+00
6.500000e+01,1.325605e-03,1.520200e-03,2.381140e-04,2.900000e-01
6.500000e+01,1.323810e-03,0.000000e+00,0.000000e+00,2.900000e-01
6.500000e+01,1.324710e-03,3.037420e-03,4.946080e-04,0.000000e+00
6.500000e+01,1.324710e-03,3.037420e-03,4.946080e-04,2.900000e-01
6.500000e+01,1.314470e-03,4.551780e-03,7.675130e-04,0.000000e+00
6.500000e+01,1.314470e-03,4.551780e-03,7.675130e-04,2.900000e-01
6.500000e+01,1.294410e-03,6.063450e-03,1.054900e-03,0.000000e+00
6.500000e+01,1.294410e-03,6.063450e-03,1.054900e-03,2.900000e-01
6.500000e+01,1.263600e-03,7.572670e-03,1.354870e-03,0.000000e+00
6.500000e+01,1.263600e-03,7.572670e-03,1.354870e-03,2.900000e-01
6.500000e+01,1.221755e-03,9.079730e-03,1.665580e-03,0.000000e+00
6.500000e+01,1.221755e-03,9.079730e-03,1.665580e-03,2.900000e-01
6.500000e+01,1.168405e-03,1.058490e-02,1.985190e-03,0.000000e+00
6.500000e+01,1.168405e-03,1.058490e-02,1.985190e-03,2.900000e-01
6.500000e+01,1.103495e-03,1.208860e-02,2.311900e-03,0.000000e+00
6.500000e+01,1.103495e-03,1.208860e-02,2.311900e-03,2.900000e-01
6.500000e+01,1.026936e-03,1.359110e-02,2.643950e-03,0.000000e+00
6.500000e+01,1.026936e-03,1.359110e-02,2.643950e-03,2.900000e-01
6.500000e+01,9.388135e-04,1.509280e-02,2.979560e-03,0.000000e+00
6.500000e+01,9.388135e-04,1.509280e-02,2.979560e-03,2.900000e-01
6.500000e+01,8.393325e-04,1.659410e-02,3.317000e-03,0.000000e+00
6.500000e+01,8.393325e-04,1.659410e-02,3.317000e-03,2.900000e-01
6.500000e+01,7.289535e-04,1.809540e-02,3.654530e-03,0.000000e+00
6.500000e+01,7.289535e-04,1.809540e-02,3.654530e-03,2.900000e-01
6.500000e+01,6.084030e-04,1.959700e-02,3.990400e-03,0.000000e+00
6.500000e+01,6.084030e-04,1.959700e-02,3.990400e-03,2.900000e-01
6.500000e+01,4.781345e-04,2.109940e-02,4.322870e-03,0.000000e+00
6.500000e+01,4.781345e-04,2.109940e-02,4.322870e-03,2.900000e-01
6.500000e+01,3.394220e-04,2.260300e-02,4.650170e-03,0.000000e+00
6.500000e+01,3.394220e-04,2.260300e-02,4.650170e-03,2.900000e-01
6.500000e+01,1.937680e-04,2.410800e-02,4.970550e-03,0.000000e+00
6.500000e+01,1.937680e-04,2.410800e-02,4.970550e-03,2.900000e-01
6.500000e+01,4.256460e-05,2.561490e-02,5.282190e-03,0.000000e+00
6.500000e+01,4.256460e-05,2.561490e-02,5.282190e-03,2.900000e-01
6.500000e+01,-1.145474e-04,2.712390e-02,5.583290e-03,0.000000e+00
6.500000e+01,-1.145474e-04,2.712390e-02,5.583290e-03,2.900000e-01
6.500000e+01,-2.773065e-04,2.863530e-02,5.871970e-03,0.000000e+00
6.500000e+01,-2.773065e-04,2.863530e-02,5.871970e-03,2.900000e-01
6.500000e+01,-4.420555e-04,3.014940e-02,6.146360e-03,0.000000e+00
6.500000e+01,-4.420555e-04,3.014940e-02,6.146360e-03,2.900000e-01
6.500000e+01,-6.042800e-04,3.166630e-02,6.404520e-03,0.000000e+00
6.500000e+01,-6.042800e-04,3.166630e-02,6.404520e-03,2.900000e-01
6.500000e+01,-7.619395e-04,3.318630e-02,6.644510e-03,0.000000e+00
6.500000e+01,-7.619395e-04,3.318630e-02,6.644510e-03,2.900000e-01
6.500000e+01,-9.126525e-04,3.470920e-02,6.864290e-03,0.000000e+00
6.500000e+01,-9.126525e-04,3.470920e-02,6.864290e-03,2.900000e-01
6.500000e+01,-1.052073e-03,3.623520e-02,7.061850e-03,0.000000e+00
6.500000e+01,-1.052073e-03,3.623520e-02,7.061850e-03,2.900000e-01
6.500000e+01,-1.174475e-03,3.776410e-02,7.235110e-03,0.000000e+00
6.500000e+01,-1.174475e-03,3.776410e-02,7.235110e-03,2.900000e-01
6.500000e+01,-1.277750e-03,3.929580e-02,7.381980e-03,0.000000e+00
6.500000e+01,-1.277750e-03,3.929580e-02,7.381980e-03,2.900000e-01
6.500000e+01,-1.362265e-03,4.083000e-02,7.500350e-03,0.000000e+00
6.500000e+01,-1.362265e-03,4.083000e-02,7.500350e-03,2.900000e-01
6.500000e+01,-1.424035e-03,4.236620e-02,7.588100e-03,0.000000e+00
6.500000e+01,-1.424035e-03,4.236620e-02,7.588100e-03,2.900000e-01
6.500000e+01,-1.460685e-03,4.390400e-02,7.643140e-03,0.000000e+00
6.500000e+01,-1.460685e-03,4.390400e-02,7.643140e-03,2.900000e-01
6.500000e+01,-1.474535e-03,4.544260e-02,7.663390e-03,0.000000e+00
6.500000e+01,-1.474535e-03,4.544260e-02,7.663390e-03,2.900000e-01
6.500000e+01,-1.465610e-03,4.698120e-02,7.646870e-03,0.000000e+00
6.500000e+01,-1.465610e-03,4.698120e-02,7.646870e-03,2.900000e-01
6.500000e+01,-1.432340e-03,4.851890e-02,7.591630e-03,0.000000e+00
6.500000e+01,-1.432340e-03,4.851890e-02,7.591630e-03,2.900000e-01
6.500000e+01,-1.376580e-03,5.005460e-02,7.495860e-03,0.000000e+00
6.500000e+01,-1.376580e-03,5.005460e-02,7.495860e-03,2.900000e-01
6.500000e+01,-1.298980e-03,5.158610e-02,7.347800e-03,0.000000e+00
6.500000e+01,-1.298980e-03,5.158610e-02,7.347800e-03,2.900000e-01
6.500000e+01,-1.210320e-03,5.311090e-02,7.141450e-03,0.000000e+00
6.500000e+01,-1.210320e-03,5.311090e-02,7.141450e-03,2.900000e-01
6.500000e+01,-1.130960e-03,5.462750e-02,6.881690e-03,0.000000e+00
6.500000e+01,-1.130960e-03,5.462750e-02,6.881690e-03,2.900000e-01
6.500000e+01,-1.065690e-03,5.613500e-02,6.573330e-03,0.000000e+00
6.500000e+01,-1.065690e-03,5.613500e-02,6.573330e-03,2.900000e-01
6.500000e+01,-1.012216e-03,5.763280e-02,6.221080e-03,0.000000e+00
6.500000e+01,-1.012216e-03,5.763280e-02,6.221080e-03,2.900000e-01
6.500000e+01,-9.728215e-04,5.912080e-02,5.829460e-03,0.000000e+00
6.500000e+01,-9.728215e-04,5.912080e-02,5.829460e-03,2.900000e-01
6.500000e+01,-9.541825e-04,6.059920e-02,5.402760e-03,0.000000e+00
6.500000e+01,-9.541825e-04,6.059920e-02,5.402760e-03,2.900000e-01
