-0.00717614 	0.000200259
-0.00652666 	0.000199879
-0.00587068 	0.000199354
-0.00520815 	0.00019871
-0.00453899 	0.000197809
-0.00386314 	0.000196497
-0.00318054 	0.00019467
-0.00249112 	0.000192296
-0.0017948 	0.00018941
-0.00109153 	0.000186092
-0.00038122 	0.000182432
0.000336185 	0.000178515
0.00106076 	0.000174409
0.00179258 	0.000170171
0.0025317 	0.000165845
0.0029031 	0.000163665
0.00327828 	0.000161465
0.00403238 	0.000157056
0.00479402 	0.000152639
0.00556327 	0.000148228
0.00634024 	0.00014383
0.00712497 	0.000139458
0.0079175 	0.000135124
0.00871794 	0.000130834
0.00952637 	0.000126597
0.0103429 	0.000122413
0.0111677 	0.000118286
0.0120006 	0.000114215
0.0128418 	0.000110196
0.0136915 	0.000106231
0.0145497 	0.000102319
0.0154164 	9.84672e-05
0.0162918 	9.46797e-05
0.0171759 	9.09605e-05
0.0180689 	8.73073e-05
0.0189708 	8.37188e-05
0.0198817 	8.01948e-05
0.0208017 	7.67358e-05
0.0217308 	7.33447e-05
0.0226693 	7.00287e-05
0.0236171 	6.67927e-05
0.0245745 	6.36383e-05
0.0255414 	6.05602e-05
0.0265179 	5.75427e-05
0.0275043 	5.45743e-05
0.0285004 	5.16504e-05
0.0295065 	4.87744e-05
0.0305227 	4.59799e-05
0.031549 	4.32526e-05
0.0325856 	4.05895e-05
0.0336325 	3.79411e-05
0.0346898 	3.52494e-05
0.0357578 	3.24399e-05
0.0368364 	2.95309e-05
0.0379258 	2.67447e-05
0.0390261 	2.43223e-05
0.0401373 	2.24316e-05
0.0412597 	2.09629e-05
0.0423933 	1.96783e-05
0.0435381 	1.75591e-05
0.0446945 	1.45507e-05
0.0458623 	1.16805e-05
0.0470419 	8.82243e-06
0.0482332 	6.53531e-06
0.0494364 	5.35549e-06
0.0506517 	4.64128e-06
0.0518791 	4.2226e-06
0.0531187 	3.81325e-06
0.0543707 	3.0389e-06
0.0556352 	2.07574e-06
0.0569124 	8.57031e-07
0.0582023 	-1.46424e-07
0.0595051 	-1.69036e-06
0.0608208 	-2.71392e-06
0.0621498 	-3.59355e-06
0.063492 	-4.85541e-06
0.0648476 	-5.53076e-06
0.0662168 	-4.66612e-06
0.0675996 	-3.67954e-06
0.0689962 	-4.49313e-06
0.0704068 	-6.16719e-06
0.0718315 	-8.09461e-06
0.0732704 	-9.39329e-06
0.0747237 	-9.67516e-06
0.0761914 	-9.55997e-06
0.0776738 	-1.00708e-05
0.0791711 	-9.97365e-06
0.0806832 	-1.08587e-05
0.0822105 	-1.0836e-05
0.0837531 	-1.06672e-05
0.085311 	-8.56557e-06
0.0868845 	-6.59236e-06
0.0884737 	-5.50374e-06
0.0900787 	-4.32426e-06
0.0916998 	-3.6185e-06
0.093337 	-2.3091e-06
0.0949907 	-2.01501e-06
0.0966608 	-1.06986e-08
