0.0518791 	0.0452571 	-0.000560971 	3.41856e-26
0.0531187 	0.0456858 	-0.000542243 	-1.17971e-25
0.0543707 	0.0461271 	-0.000537119 	-1.53696e-25
0.0556352 	0.0466666 	-0.000553092 	7.00515e-26
0.0569124 	0.0471258 	-0.000562662 	3.2603e-26
0.0582023 	0.0475013 	-0.000553322 	-1.8587e-25
0.0595051 	0.0479018 	-0.000539338 	1.73798e-25
0.0608208 	0.0482618 	-0.000541663 	3.53791e-26
0.0621498 	0.0485818 	-0.000518275 	7.61681e-26
0.063492 	0.0487348 	-0.000489559 	6.86474e-26
0.0648476 	0.0488661 	-0.000465849 	1.00939e-25
0.0662168 	0.0491761 	-0.000454782 	8.29098e-26
0.0675996 	0.0494858 	-0.000436859 	2.22779e-25
0.0689962 	0.0498833 	-0.000411272 	-3.75642e-25
0.0704068 	0.0502913 	-0.00041229 	3.52084e-25
0.0718315 	0.0507331 	-0.000436386 	-5.81153e-25
0.0732704 	0.0510019 	-0.000444625 	7.21417e-25
0.0747237 	0.0510914 	-0.000442783 	-5.53141e-25
0.0761914 	0.0512237 	-0.000477256 	2.80215e-26
0.0776738 	0.0513729 	-0.000509309 	6.38127e-25
0.0791711 	0.0513915 	-0.000443294 	1.73601e-26
0.0806832 	0.0514212 	-0.000369312 	-1.81134e-25
0.0822105 	0.0513044 	-0.000271374 	-1.96314e-26
0.0837531 	0.0505017 	-0.000107312 	1.41593e-25
0.085311 	0.0487076 	0.000145724 	1.09039e-26
0.0868845 	0.0478941 	0.000439853 	-3.44238e-26
0.0884737 	0.0468319 	0.000760376 	1.18847e-25
0.0900787 	0.0455558 	0.00112837 	9.66537e-26
0.0916998 	0.0442739 	0.00143152 	1.39665e-26
0.093337 	0.0434022 	0.00180108 	-1.90206e-26
0.0949907 	0.0429759 	0.00205251 	2.62409e-26
0.0966608 	0.0426794 	0.00257988 	3.87895e-27
