-0.00717614 	0.000210372 	-9.2129e-05 	-5.71459e-25
-0.00652666 	0.00123229 	-0.000409748 	-3.61167e-23
-0.00587068 	0.00327753 	-0.000946326 	2.70955e-23
-0.00520815 	0.00606927 	-0.00161927 	1.92891e-23
-0.00453899 	0.00924257 	-0.00232911 	-4.32489e-23
-0.00386314 	0.0124423 	-0.00299474 	-3.31657e-23
-0.00318054 	0.0153999 	-0.00356235 	1.81455e-23
-0.00249112 	0.0179641 	-0.00400641 	2.29474e-23
-0.0017948 	0.0200902 	-0.00432586 	1.86044e-23
-0.00109153 	0.0218057 	-0.00453473 	-1.11642e-23
-0.00038122 	0.0231735 	-0.00465336 	-6.26999e-23
0.000336185 	0.0242643 	-0.00470227 	3.32359e-23
0.00106076 	0.0251421 	-0.00469928 	3.44077e-23
0.00179258 	0.0258593 	-0.00465889 	-4.24281e-23
0.0025317 	0.0264573 	-0.00459236 	-1.58377e-23
0.0029031 	0.026731 	-0.00455375 	2.67334e-23
0.00327828 	0.026968 	-0.00450821 	1.53591e-23
0.00403238 	0.0274156 	-0.00441286 	-1.01732e-23
0.00479402 	0.0278181 	-0.00431087 	2.27074e-23
0.00556327 	0.0281884 	-0.00420529 	8.11333e-23
0.00634024 	0.0285333 	-0.00409798 	4.59775e-23
0.00712497 	0.0288532 	-0.00398959 	-2.17667e-25
0.0079175 	0.0291505 	-0.003881 	9.80193e-24
0.00871794 	0.0294306 	-0.00377384 	9.93223e-24
0.00952637 	0.029701 	-0.00366954 	-8.8429e-24
0.0103429 	0.029971 	-0.00356947 	-1.61734e-23
0.0111677 	0.0302493 	-0.00347416 	-2.66247e-24
0.0120006 	0.03054 	-0.00338288 	2.01137e-23
0.0128418 	0.0308402 	-0.00329369 	7.64891e-24
0.0136915 	0.0311415 	-0.00320399 	-1.3206e-25
0.0145497 	0.0314335 	-0.0031113 	-5.57418e-24
0.0154164 	0.0317089 	-0.00301418 	-1.78721e-23
0.0162918 	0.0319691 	-0.00291291 	-2.73674e-24
0.0171759 	0.0322249 	-0.00280901 	1.97114e-23
0.0180689 	0.0324887 	-0.00270429 	5.67554e-24
0.0189708 	0.0327648 	-0.00259967 	-1.10006e-23
0.0198817 	0.0330455 	-0.00249492 	6.60394e-24
0.0208017 	0.0333162 	-0.00238897 	4.43239e-24
0.0217308 	0.0335655 	-0.0022807 	-1.80159e-24
0.0226693 	0.0337909 	-0.00216904 	-1.80228e-24
0.0236171 	0.0340043 	-0.00205492 	1.98056e-24
0.0245745 	0.0342349 	-0.00194115 	-1.05216e-24
0.0255414 	0.0345175 	-0.00183057 	-6.57469e-24
0.0265179 	0.0348603 	-0.00172432 	6.28573e-24
0.0275043 	0.0352251 	-0.00162134 	2.08736e-24
0.0285004 	0.0355766 	-0.00152338 	1.10388e-24
0.0295065 	0.0359217 	-0.0014336 	1.74583e-24
0.0305227 	0.036278 	-0.00134849 	-2.46708e-24
0.031549 	0.0366489 	-0.0012665 	3.50674e-24
0.0325856 	0.0370421 	-0.00118472 	1.0388e-23
0.0336325 	0.037436 	-0.00110196 	-3.09708e-24
0.0346898 	0.037816 	-0.00101553 	-2.5994e-24
0.0357578 	0.0381885 	-0.000927453 	-2.78468e-24
0.0368364 	0.0386098 	-0.000851727 	5.48118e-24
0.0379258 	0.0391429 	-0.000782914 	-4.5627e-24
0.0390261 	0.0397218 	-0.000743757 	2.43192e-24
0.0401373 	0.0403115 	-0.000718988 	-5.42294e-24
0.0412597 	0.0408169 	-0.000698051 	-7.02933e-25
0.0423933 	0.041289 	-0.000676085 	-3.85468e-25
0.0435381 	0.0418527 	-0.000656283 	6.32828e-25
0.0446945 	0.0422913 	-0.000625005 	2.5766e-25
0.0458623 	0.0427914 	-0.000603517 	-9.86526e-25
0.0470419 	0.0434295 	-0.000579972 	5.9889e-26
0.0482332 	0.0440013 	-0.000535879 	1.88147e-25
0.0494364 	0.0444672 	-0.000522614 	1.79432e-25
0.0506517 	0.0448532 	-0.000548422 	-9.74697e-26
