Time,"p","Points:0","Points:1","Points:2"
1.900000e+02,2.529470e-03,0.000000e+00,0.000000e+00,0.000000e+00
1.900000e+02,2.540230e-03,1.520200e-03,2.381140e-04,0.000000e+00
1.900000e+02,2.540230e-03,1.520200e-03,2.381140e-04,2.900000e-01
1.900000e+02,2.529470e-03,0.000000e+00,0.000000e+00,2.900000e-01
1.900000e+02,2.554100e-03,3.037420e-03,4.946080e-04,0.000000e+00
1.900000e+02,2.554100e-03,3.037420e-03,4.946080e-04,2.900000e-01
1.900000e+02,2.553265e-03,4.551780e-03,7.675130e-04,0.000000e+00
1.900000e+02,2.553265e-03,4.551780e-03,7.675130e-04,2.900000e-01
1.900000e+02,2.535345e-03,6.063450e-03,1.054900e-03,0.000000e+00
1.900000e+02,2.535345e-03,6.063450e-03,1.054900e-03,2.900000e-01
1.900000e+02,2.496955e-03,7.572670e-03,1.354870e-03,0.000000e+00
1.900000e+02,2.496955e-03,7.572670e-03,1.354870e-03,2.900000e-01
1.900000e+02,2.435220e-03,9.079730e-03,1.665580e-03,0.000000e+00
1.900000e+02,2.435220e-03,9.079730e-03,1.665580e-03,2.900000e-01
1.900000e+02,2.348495e-03,1.058490e-02,1.985190e-03,0.000000e+00
1.900000e+02,2.348495e-03,1.058490e-02,1.985190e-03,2.900000e-01
1.900000e+02,2.236095e-03,1.208860e-02,2.311900e-03,0.000000e+00
1.900000e+02,2.236095e-03,1.208860e-02,2.311900e-03,2.900000e-01
1.900000e+02,2.096870e-03,1.359110e-02,2.643950e-03,0.000000e+00
1.900000e+02,2.096870e-03,1.359110e-02,2.643950e-03,2.900000e-01
1.900000e+02,1.930205e-03,1.509280e-02,2.979560e-03,0.000000e+00
1.900000e+02,1.930205e-03,1.509280e-02,2.979560e-03,2.900000e-01
1.900000e+02,1.735030e-03,1.659410e-02,3.317000e-03,0.000000e+00
1.900000e+02,1.735030e-03,1.659410e-02,3.317000e-03,2.900000e-01
1.900000e+02,1.511445e-03,1.809540e-02,3.654530e-03,0.000000e+00
1.900000e+02,1.511445e-03,1.809540e-02,3.654530e-03,2.900000e-01
1.900000e+02,1.259040e-03,1.959700e-02,3.990400e-03,0.000000e+00
1.900000e+02,1.259040e-03,1.959700e-02,3.990400e-03,2.900000e-01
1.900000e+02,9.787425e-04,2.109940e-02,4.322870e-03,0.000000e+00
1.900000e+02,9.787425e-04,2.109940e-02,4.322870e-03,2.900000e-01
1.900000e+02,6.717275e-04,2.260300e-02,4.650170e-03,0.000000e+00
1.900000e+02,6.717275e-04,2.260300e-02,4.650170e-03,2.900000e-01
1.900000e+02,3.397525e-04,2.410800e-02,4.970550e-03,0.000000e+00
1.900000e+02,3.397525e-04,2.410800e-02,4.970550e-03,2.900000e-01
1.900000e+02,-1.276900e-05,2.561490e-02,5.282190e-03,0.000000e+00
1.900000e+02,-1.276900e-05,2.561490e-02,5.282190e-03,2.900000e-01
1.900000e+02,-3.840335e-04,2.712390e-02,5.583290e-03,0.000000e+00
1.900000e+02,-3.840335e-04,2.712390e-02,5.583290e-03,2.900000e-01
1.900000e+02,-7.749650e-04,2.863530e-02,5.871970e-03,0.000000e+00
1.900000e+02,-7.749650e-04,2.863530e-02,5.871970e-03,2.900000e-01
1.900000e+02,-1.188358e-03,3.014940e-02,6.146360e-03,0.000000e+00
1.900000e+02,-1.188358e-03,3.014940e-02,6.146360e-03,2.900000e-01
1.900000e+02,-1.612430e-03,3.166630e-02,6.404520e-03,0.000000e+00
1.900000e+02,-1.612430e-03,3.166630e-02,6.404520e-03,2.900000e-01
1.900000e+02,-2.036900e-03,3.318630e-02,6.644510e-03,0.000000e+00
1.900000e+02,-2.036900e-03,3.318630e-02,6.644510e-03,2.900000e-01
1.900000e+02,-2.449490e-03,3.470920e-02,6.864290e-03,0.000000e+00
1.900000e+02,-2.449490e-03,3.470920e-02,6.864290e-03,2.900000e-01
1.900000e+02,-2.841895e-03,3.623520e-02,7.061850e-03,0.000000e+00
1.900000e+02,-2.841895e-03,3.623520e-02,7.061850e-03,2.900000e-01
1.900000e+02,-3.190820e-03,3.776410e-02,7.235110e-03,0.000000e+00
1.900000e+02,-3.190820e-03,3.776410e-02,7.235110e-03,2.900000e-01
1.900000e+02,-3.489970e-03,3.929580e-02,7.381980e-03,0.000000e+00
1.900000e+02,-3.489970e-03,3.929580e-02,7.381980e-03,2.900000e-01
1.900000e+02,-3.745870e-03,4.083000e-02,7.500350e-03,0.000000e+00
1.900000e+02,-3.745870e-03,4.083000e-02,7.500350e-03,2.900000e-01
1.900000e+02,-3.938075e-03,4.236620e-02,7.588100e-03,0.000000e+00
1.900000e+02,-3.938075e-03,4.236620e-02,7.588100e-03,2.900000e-01
1.900000e+02,-4.073875e-03,4.390400e-02,7.643140e-03,0.000000e+00
1.900000e+02,-4.073875e-03,4.390400e-02,7.643140e-03,2.900000e-01
1.900000e+02,-4.146515e-03,4.544260e-02,7.663390e-03,0.000000e+00
1.900000e+02,-4.146515e-03,4.544260e-02,7.663390e-03,2.900000e-01
1.900000e+02,-4.162785e-03,4.698120e-02,7.646870e-03,0.000000e+00
1.900000e+02,-4.162785e-03,4.698120e-02,7.646870e-03,2.900000e-01
1.900000e+02,-4.175050e-03,4.851890e-02,7.591630e-03,0.000000e+00
1.900000e+02,-4.175050e-03,4.851890e-02,7.591630e-03,2.900000e-01
1.900000e+02,-4.161740e-03,5.005460e-02,7.495860e-03,0.000000e+00
1.900000e+02,-4.161740e-03,5.005460e-02,7.495860e-03,2.900000e-01
1.900000e+02,-4.012165e-03,5.158610e-02,7.347800e-03,0.000000e+00
1.900000e+02,-4.012165e-03,5.158610e-02,7.347800e-03,2.900000e-01
1.900000e+02,-3.741935e-03,5.311090e-02,7.141450e-03,0.000000e+00
1.900000e+02,-3.741935e-03,5.311090e-02,7.141450e-03,2.900000e-01
1.900000e+02,-3.500445e-03,5.462750e-02,6.881690e-03,0.000000e+00
1.900000e+02,-3.500445e-03,5.462750e-02,6.881690e-03,2.900000e-01
1.900000e+02,-3.330235e-03,5.613500e-02,6.573330e-03,0.000000e+00
1.900000e+02,-3.330235e-03,5.613500e-02,6.573330e-03,2.900000e-01
1.900000e+02,-3.195850e-03,5.763280e-02,6.221080e-03,0.000000e+00
1.900000e+02,-3.195850e-03,5.763280e-02,6.221080e-03,2.900000e-01
1.900000e+02,-3.100055e-03,5.912080e-02,5.829460e-03,0.000000e+00
1.900000e+02,-3.100055e-03,5.912080e-02,5.829460e-03,2.900000e-01
1.900000e+02,-3.058160e-03,6.059920e-02,5.402760e-03,0.000000e+00
1.900000e+02,-3.058160e-03,6.059920e-02,5.402760e-03,2.900000e-01
1.900000e+02,-3.044765e-03,6.206830e-02,4.945060e-03,0.000000e+00
1.900000e+02,-3.044765e-03,6.206830e-02,4.945060e-03,2.900000e-01
1.900000e+02,-2.968825e-03,6.352870e-02,4.460210e-03,0.000000e+00
1.900000e+02,-2.968825e-03,6.352870e-02,4.460210e-03,2.900000e-01
1.900000e+02,-2.785745e-03,6.498100e-02,3.951820e-03,0.000000e+00
1.900000e+02,-2.785745e-03,6.498100e-02,3.951820e-03,2.900000e-01
1.900000e+02,-2.666015e-03,6.642610e-02,3.423280e-03,0.000000e+00
1.900000e+02,-2.666015e-03,6.642610e-02,3.423280e-03,2.900000e-01
1.900000e+02,-2.837055e-03,6.786490e-02,2.877830e-03,0.000000e+00
1.900000e+02,-2.837055e-03,6.786490e-02,2.877830e-03,2.900000e-01
1.900000e+02,-3.270515e-03,6.929840e-02,2.318530e-03,0.000000e+00
1.900000e+02,-3.270515e-03,6.929840e-02,2.318530e-03,2.900000e-01
1.900000e+02,-3.492540e-03,7.072760e-02,1.748310e-03,0.000000e+00
1.900000e+02,-3.492540e-03,7.072760e-02,1.748310e-03,2.900000e-01
1.900000e+02,-2.836040e-03,7.215360e-02,1.170000e-03,0.000000e+00
1.900000e+02,-2.836040e-03,7.215360e-02,1.170000e-03,2.900000e-01
1.900000e+02,-1.674670e-03,7.357730e-02,5.863310e-04,0.000000e+00
1.900000e+02,-1.674670e-03,7.357730e-02,5.863310e-04,2.900000e-01
1.900000e+02,-1.321030e-03,7.500000e-02,9.541760e-14,0.000000e+00
1.900000e+02,-1.321030e-03,7.500000e-02,9.541760e-14,2.900000e-01
1.900000e+02,-1.820690e-03,7.642270e-02,-5.863310e-04,0.000000e+00
1.900000e+02,-1.820690e-03,7.642270e-02,-5.863310e-04,2.900000e-01
1.900000e+02,-2.247480e-03,7.784640e-02,-1.170000e-03,0.000000e+00
1.900000e+02,-2.247480e-03,7.784640e-02,-1.170000e-03,2.900000e-01
1.900000e+02,-2.691145e-03,7.927240e-02,-1.748310e-03,0.000000e+00
1.900000e+02,-2.691145e-03,7.927240e-02,-1.748310e-03,2.900000e-01
1.900000e+02,-3.603580e-03,8.070160e-02,-2.318530e-03,0.000000e+00
1.900000e+02,-3.603580e-03,8.070160e-02,-2.318530e-03,2.900000e-01
1.900000e+02,-4.360540e-03,8.213510e-02,-2.877830e-03,0.000000e+00
1.900000e+02,-4.360540e-03,8.213510e-02,-2.877830e-03,2.900000e-01
1.900000e+02,-4.108800e-03,8.357390e-02,-3.423280e-03,0.000000e+00
1.900000e+02,-4.108800e-03,8.357390e-02,-3.423280e-03,2.900000e-01
1.900000e+02,-2.931085e-03,8.501900e-02,-3.951820e-03,0.000000e+00
1.900000e+02,-2.931085e-03,8.501900e-02,-3.951820e-03,2.900000e-01
1.900000e+02,-1.370199e-03,8.647130e-02,-4.460210e-03,0.000000e+00
1.900000e+02,-1.370199e-03,8.647130e-02,-4.460210e-03,2.900000e-01
1.900000e+02,1.160920e-04,8.793170e-02,-4.945060e-03,0.000000e+00
1.900000e+02,1.160920e-04,8.793170e-02,-4.945060e-03,2.900000e-01
1.900000e+02,1.338111e-03,8.940080e-02,-5.402760e-03,0.000000e+00
1.900000e+02,1.338111e-03,8.940080e-02,-5.402760e-03,2.900000e-01
1.900000e+02,2.244180e-03,9.087920e-02,-5.829460e-03,0.000000e+00
1.900000e+02,2.244180e-03,9.087920e-02,-5.829460e-03,2.900000e-01
1.900000e+02,2.772125e-03,9.236720e-02,-6.221080e-03,0.000000e+00
1.900000e+02,2.772125e-03,9.236720e-02,-6.221080e-03,2.900000e-01
1.900000e+02,3.040790e-03,9.386500e-02,-6.573330e-03,0.000000e+00
1.900000e+02,3.040790e-03,9.386500e-02,-6.573330e-03,2.900000e-01
1.900000e+02,3.136955e-03,9.537250e-02,-6.881690e-03,0.000000e+00
1.900000e+02,3.136955e-03,9.537250e-02,-6.881690e-03,2.900000e-01
1.900000e+02,2.876795e-03,9.688910e-02,-7.141450e-03,0.000000e+00
1.900000e+02,2.876795e-03,9.688910e-02,-7.141450e-03,2.900000e-01
1.900000e+02,2.256460e-03,9.841390e-02,-7.347800e-03,0.000000e+00
1.900000e+02,2.256460e-03,9.841390e-02,-7.347800e-03,2.900000e-01
1.900000e+02,1.590650e-03,9.994540e-02,-7.495860e-03,0.000000e+00
1.900000e+02,1.590650e-03,9.994540e-02,-7.495860e-03,2.900000e-01
1.900000e+02,1.075515e-03,1.014810e-01,-7.591630e-03,0.000000e+00
1.900000e+02,1.075515e-03,1.014810e-01,-7.591630e-03,2.900000e-01
1.900000e+02,7.245020e-04,1.030190e-01,-7.646870e-03,0.000000e+00
1.900000e+02,7.245020e-04,1.030190e-01,-7.646870e-03,2.900000e-01
1.900000e+02,5.255550e-04,1.045570e-01,-7.663390e-03,0.000000e+00
1.900000e+02,5.255550e-04,1.045570e-01,-7.663390e-03,2.900000e-01
1.900000e+02,4.410320e-04,1.060960e-01,-7.643140e-03,0.000000e+00
1.900000e+02,4.410320e-04,1.060960e-01,-7.643140e-03,2.900000e-01
1.900000e+02,4.136195e-04,1.076340e-01,-7.588100e-03,0.000000e+00
1.900000e+02,4.136195e-04,1.076340e-01,-7.588100e-03,2.900000e-01
1.900000e+02,3.900800e-04,1.091700e-01,-7.500350e-03,0.000000e+00
1.900000e+02,3.900800e-04,1.091700e-01,-7.500350e-03,2.900000e-01
1.900000e+02,3.234580e-04,1.107040e-01,-7.381980e-03,0.000000e+00
1.900000e+02,3.234580e-04,1.107040e-01,-7.381980e-03,2.900000e-01
1.900000e+02,1.909590e-04,1.122360e-01,-7.235110e-03,0.000000e+00
1.900000e+02,1.909590e-04,1.122360e-01,-7.235110e-03,2.900000e-01
1.900000e+02,1.360205e-05,1.137650e-01,-7.061850e-03,0.000000e+00
1.900000e+02,1.360205e-05,1.137650e-01,-7.061850e-03,2.900000e-01
1.900000e+02,-1.631900e-04,1.152910e-01,-6.864290e-03,0.000000e+00
1.900000e+02,-1.631900e-04,1.152910e-01,-6.864290e-03,2.900000e-01
1.900000e+02,-2.901905e-04,1.168140e-01,-6.644510e-03,0.000000e+00
1.900000e+02,-2.901905e-04,1.168140e-01,-6.644510e-03,2.900000e-01
1.900000e+02,-3.277365e-04,1.183340e-01,-6.404520e-03,0.000000e+00
1.900000e+02,-3.277365e-04,1.183340e-01,-6.404520e-03,2.900000e-01
1.900000e+02,-2.539730e-04,1.198510e-01,-6.146360e-03,0.000000e+00
1.900000e+02,-2.539730e-04,1.198510e-01,-6.146360e-03,2.900000e-01
1.900000e+02,-9.017164e-05,1.213650e-01,-5.871970e-03,0.000000e+00
1.900000e+02,-9.017164e-05,1.213650e-01,-5.871970e-03,2.900000e-01
1.900000e+02,1.214374e-04,1.228760e-01,-5.583290e-03,0.000000e+00
1.900000e+02,1.214374e-04,1.228760e-01,-5.583290e-03,2.900000e-01
1.900000e+02,3.579670e-04,1.243850e-01,-5.282190e-03,0.000000e+00
1.900000e+02,3.579670e-04,1.243850e-01,-5.282190e-03,2.900000e-01
1.900000e+02,6.025210e-04,1.258920e-01,-4.970550e-03,0.000000e+00
1.900000e+02,6.025210e-04,1.258920e-01,-4.970550e-03,2.900000e-01
1.900000e+02,8.430520e-04,1.273970e-01,-4.650170e-03,0.000000e+00
1.900000e+02,8.430520e-04,1.273970e-01,-4.650170e-03,2.900000e-01
1.900000e+02,1.076860e-03,1.289010e-01,-4.322870e-03,0.000000e+00
1.900000e+02,1.076860e-03,1.289010e-01,-4.322870e-03,2.900000e-01
1.900000e+02,1.295775e-03,1.304030e-01,-3.990400e-03,0.000000e+00
1.900000e+02,1.295775e-03,1.304030e-01,-3.990400e-03,2.900000e-01
1.900000e+02,1.493680e-03,1.319050e-01,-3.654530e-03,0.000000e+00
1.900000e+02,1.493680e-03,1.319050e-01,-3.654530e-03,2.900000e-01
1.900000e+02,1.673510e-03,1.334060e-01,-3.317000e-03,0.000000e+00
1.900000e+02,1.673510e-03,1.334060e-01,-3.317000e-03,2.900000e-01
1.900000e+02,1.833120e-03,1.349070e-01,-2.979560e-03,0.000000e+00
1.900000e+02,1.833120e-03,1.349070e-01,-2.979560e-03,2.900000e-01
1.900000e+02,1.973970e-03,1.364090e-01,-2.643950e-03,0.000000e+00
1.900000e+02,1.973970e-03,1.364090e-01,-2.643950e-03,2.900000e-01
1.900000e+02,2.097315e-03,1.379110e-01,-2.311900e-03,0.000000e+00
1.900000e+02,2.097315e-03,1.379110e-01,-2.311900e-03,2.900000e-01
1.900000e+02,2.202850e-03,1.394150e-01,-1.985190e-03,0.000000e+00
1.900000e+02,2.202850e-03,1.394150e-01,-1.985190e-03,2.900000e-01
1.900000e+02,2.290010e-03,1.409200e-01,-1.665580e-03,0.000000e+00
1.900000e+02,2.290010e-03,1.409200e-01,-1.665580e-03,2.900000e-01
1.900000e+02,2.359030e-03,1.424270e-01,-1.354870e-03,0.000000e+00
1.900000e+02,2.359030e-03,1.424270e-01,-1.354870e-03,2.900000e-01
1.900000e+02,2.411325e-03,1.439370e-01,-1.054900e-03,0.000000e+00
1.900000e+02,2.411325e-03,1.439370e-01,-1.054900e-03,2.900000e-01
1.900000e+02,2.449585e-03,1.454480e-01,-7.675130e-04,0.000000e+00
1.900000e+02,2.449585e-03,1.454480e-01,-7.675130e-04,2.900000e-01
1.900000e+02,2.476915e-03,1.469630e-01,-4.946080e-04,0.000000e+00
1.900000e+02,2.476915e-03,1.469630e-01,-4.946080e-04,2.900000e-01
1.900000e+02,2.497680e-03,1.484800e-01,-2.381140e-04,0.000000e+00
1.900000e+02,2.497680e-03,1.484800e-01,-2.381140e-04,2.900000e-01
1.900000e+02,2.507300e-03,1.500000e-01,0.000000e+00,0.000000e+00
1.900000e+02,2.507300e-03,1.500000e-01,0.000000e+00,2.900000e-01
